customer_id,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score_str,RFM_score,segment
CUST-51544,6,9,33641.57,5,5,5,555,15,Champions
CUST-51545,85,5,2295.54,2,3,1,231,6,At Risk
CUST-51546,236,3,5177.46,1,1,2,112,4,Lost
CUST-51547,96,4,3394.9300000000003,2,2,1,221,5,At Risk
CUST-51548,36,7,25574.62,4,4,5,445,13,Champions
CUST-51549,20,6,12789.06,4,4,4,444,12,Loyal
CUST-51550,9,5,2836.1899999999996,5,3,1,531,9,Potential
CUST-51551,203,2,3802.12,1,1,1,111,3,Lost
CUST-51552,107,3,56003.09,2,1,5,215,8,Potential
CUST-51553,57,3,6603.610000000001,3,1,2,312,6,At Risk
CUST-51554,38,5,8571.48,4,3,3,433,10,Loyal
CUST-51555,104,2,4924.17,2,1,2,212,5,At Risk
CUST-51556,65,4,8573.08,3,2,3,323,8,Potential
CUST-51557,48,3,3016.24,3,1,1,311,5,At Risk
CUST-51558,92,5,7526.31,2,3,2,232,7,Potential
CUST-51559,3,6,7589.360000000001,5,4,3,543,12,Loyal
CUST-51560,47,3,9714.2,3,1,3,313,7,Potential
CUST-51561,91,8,16110.18,2,5,4,254,11,Loyal
CUST-51562,134,2,2610.75,1,1,1,111,3,Lost
CUST-51563,16,5,11854.39,5,3,3,533,11,Loyal
CUST-51564,72,6,3767.4,2,4,1,241,7,Potential
CUST-51565,15,5,4686.49,5,3,2,532,10,Loyal
CUST-51566,74,7,15665.58,2,4,4,244,10,Loyal
CUST-51567,61,7,14184.58,3,4,4,344,11,Loyal
CUST-51568,41,4,14501.84,3,2,4,324,9,Potential
CUST-51569,7,5,21887.91,5,3,5,535,13,Champions
CUST-51570,9,4,19520.24,5,2,5,525,12,Loyal
CUST-51571,175,1,14302.06,1,1,4,114,6,At Risk
CUST-51572,24,4,4552.05,4,2,2,422,8,Potential
CUST-51573,8,5,14942.869999999999,5,3,4,534,12,Loyal
CUST-51574,155,2,14973.119999999999,1,1,4,114,6,At Risk
CUST-51575,134,3,21510.88,1,1,5,115,7,Potential
CUST-51576,283,1,868.64,1,1,1,111,3,Lost
CUST-51577,51,4,4717.98,3,2,2,322,7,Potential
CUST-51578,117,2,2079.9700000000003,2,1,1,211,4,Lost
CUST-51579,171,3,4171.61,1,1,2,112,4,Lost
CUST-51580,46,2,1267.16,3,1,1,311,5,At Risk
CUST-51581,104,7,22967.38,2,4,5,245,11,Loyal
CUST-51582,154,4,15175.51,1,2,4,124,7,Potential
CUST-51583,82,6,4050.6800000000003,2,4,2,242,8,Potential
CUST-51584,260,2,2686.58,1,1,1,111,3,Lost
CUST-51585,57,6,13322.27,3,4,4,344,11,Loyal
CUST-51586,43,7,20120.69,3,4,5,345,12,Loyal
CUST-51587,5,6,5778.72,5,4,2,542,11,Loyal
CUST-51588,26,5,7544.92,4,3,2,432,9,Potential
CUST-51589,4,4,11036.689999999999,5,2,3,523,10,Loyal
CUST-51590,69,11,45473.51,2,5,5,255,12,Loyal
CUST-51591,65,3,4817.900000000001,3,1,2,312,6,At Risk
CUST-51592,20,6,12607.97,4,4,4,444,12,Loyal
CUST-51593,17,9,17081.93,5,5,4,554,14,Champions
CUST-51594,46,3,1563.99,3,1,1,311,5,At Risk
CUST-51595,51,2,1927.6899999999998,3,1,1,311,5,At Risk
CUST-51596,4,7,8072.08,5,4,3,543,12,Loyal
CUST-51597,103,2,3596.21,2,1,1,211,4,Lost
CUST-51598,32,4,7279.200000000001,4,2,2,422,8,Potential
CUST-51599,19,6,14236.06,4,4,4,444,12,Loyal
CUST-51600,95,2,9191.18,2,1,3,213,6,At Risk
CUST-51601,108,6,17020.95,2,4,4,244,10,Loyal
CUST-51602,54,6,5349.2,3,4,2,342,9,Potential
CUST-51603,14,6,19637.71,5,4,5,545,14,Champions
CUST-51604,29,3,7500.68,4,1,2,412,7,Potential
CUST-51605,253,3,9350.29,1,1,3,113,5,At Risk
CUST-51606,168,5,10931.43,1,3,3,133,7,Potential
CUST-51607,71,2,3442.87,2,1,1,211,4,Lost
CUST-51608,5,8,57854.29,5,5,5,555,15,Champions
CUST-51609,43,1,23666.89,3,1,5,315,9,Potential
CUST-51610,237,2,1852.68,1,1,1,111,3,Lost
CUST-51611,5,6,5924.2699999999995,5,4,2,542,11,Loyal
CUST-51612,26,6,18420.98,4,4,4,444,12,Loyal
CUST-51613,35,7,11154.380000000001,4,4,3,443,11,Loyal
CUST-51614,61,6,28198.16,3,4,5,345,12,Loyal
CUST-51615,29,6,6632.79,4,4,2,442,10,Loyal
CUST-51616,19,8,10340.66,4,5,3,453,12,Loyal
CUST-51617,15,3,9394.53,5,1,3,513,9,Potential
CUST-51618,185,3,8012.710000000001,1,1,3,113,5,At Risk
CUST-51619,16,11,24662.260000000002,5,5,5,555,15,Champions
CUST-51620,16,4,4304.15,5,2,2,522,9,Potential
CUST-51621,96,2,1840.75,2,1,1,211,4,Lost
CUST-51622,45,5,4929.900000000001,3,3,2,332,8,Potential
CUST-51623,10,9,17496.0,5,5,4,554,14,Champions
CUST-51624,225,4,6261.61,1,2,2,122,5,At Risk
CUST-51625,28,3,5499.360000000001,4,1,2,412,7,Potential
CUST-51626,165,5,8967.619999999999,1,3,3,133,7,Potential
CUST-51627,117,6,9123.56,2,4,3,243,9,Potential
CUST-51628,218,3,8672.71,1,1,3,113,5,At Risk
CUST-51629,92,4,5840.05,2,2,2,222,6,At Risk
CUST-51630,12,7,11969.35,5,4,3,543,12,Loyal
CUST-51631,146,4,18563.5,1,2,4,124,7,Potential
CUST-51632,35,4,16676.43,4,2,4,424,10,Loyal
CUST-51633,60,4,21861.22,3,2,5,325,10,Loyal
CUST-51634,18,4,7753.92,4,2,3,423,9,Potential
CUST-51635,83,5,5789.219999999999,2,3,2,232,7,Potential
CUST-51636,9,6,10830.01,5,4,3,543,12,Loyal
CUST-51637,80,5,3755.73,2,3,1,231,6,At Risk
CUST-51638,1,6,14736.75,5,4,4,544,13,Champions
CUST-51639,36,7,13780.98,4,4,4,444,12,Loyal
CUST-51640,47,3,4798.68,3,1,2,312,6,At Risk
CUST-51641,178,4,3341.48,1,2,1,121,4,Lost
CUST-51642,50,6,21031.14,3,4,5,345,12,Loyal
CUST-51643,6,6,41877.98,5,4,5,545,14,Champions
CUST-51644,5,5,28877.9,5,3,5,535,13,Champions
CUST-51645,320,1,73.8,1,1,1,111,3,Lost
CUST-51646,30,8,40163.56,4,5,5,455,14,Champions
CUST-51647,37,6,6890.38,4,4,2,442,10,Loyal
CUST-51648,64,4,6924.610000000001,3,2,2,322,7,Potential
CUST-51649,16,7,17548.29,5,4,4,544,13,Champions
CUST-51650,46,3,6690.629999999999,3,1,2,312,6,At Risk
CUST-51651,101,3,5401.4800000000005,2,1,2,212,5,At Risk
CUST-51652,42,8,15552.55,3,5,4,354,12,Loyal
CUST-51653,6,7,27761.23,5,4,5,545,14,Champions
CUST-51654,1,7,12604.24,5,4,4,544,13,Champions
CUST-51655,168,10,9423.58,1,5,3,153,9,Potential
CUST-51656,77,5,7570.66,2,3,3,233,8,Potential
CUST-51657,174,2,3791.37,1,1,1,111,3,Lost
CUST-51658,14,3,8649.84,5,1,3,513,9,Potential
CUST-51659,87,5,12654.02,2,3,4,234,9,Potential
CUST-51660,49,4,10463.86,3,2,3,323,8,Potential
CUST-51661,91,4,27573.120000000003,2,2,5,225,9,Potential
CUST-51662,44,3,6450.98,3,1,2,312,6,At Risk
CUST-51663,179,4,2906.0699999999997,1,2,1,121,4,Lost
CUST-51664,1,4,10732.23,5,2,3,523,10,Loyal
CUST-51665,11,5,12141.11,5,3,4,534,12,Loyal
CUST-51666,249,4,4431.8,1,2,2,122,5,At Risk
CUST-51667,74,4,12398.12,2,2,4,224,8,Potential
CUST-51668,54,4,14298.89,3,2,4,324,9,Potential
CUST-51669,24,3,3645.25,4,1,1,411,6,At Risk
CUST-51670,122,9,13108.66,1,5,4,154,10,Loyal
CUST-51671,17,4,9878.369999999999,5,2,3,523,10,Loyal
CUST-51672,47,4,1781.77,3,2,1,321,6,At Risk
CUST-51673,135,3,2397.6800000000003,1,1,1,111,3,Lost
CUST-51674,90,6,13080.68,2,4,4,244,10,Loyal
CUST-51675,54,4,21744.260000000002,3,2,5,325,10,Loyal
CUST-51676,13,4,2340.37,5,2,1,521,8,Potential
CUST-51677,145,9,12073.73,1,5,4,154,10,Loyal
CUST-51678,21,6,8912.970000000001,4,4,3,443,11,Loyal
CUST-51679,173,5,10976.2,1,3,3,133,7,Potential
CUST-51680,35,4,18259.84,4,2,4,424,10,Loyal
CUST-51681,52,2,4067.5499999999997,3,1,2,312,6,At Risk
CUST-51682,326,2,4996.860000000001,1,1,2,112,4,Lost
CUST-51683,53,4,15951.75,3,2,4,324,9,Potential
CUST-51684,302,2,16447.010000000002,1,1,4,114,6,At Risk
CUST-51685,26,4,10587.58,4,2,3,423,9,Potential
CUST-51686,113,6,19987.06,2,4,5,245,11,Loyal
CUST-51687,17,8,7597.46,5,5,3,553,13,Champions
CUST-51688,49,5,6897.04,3,3,2,332,8,Potential
CUST-51689,207,5,19265.71,1,3,5,135,9,Potential
CUST-51690,14,11,26028.42,5,5,5,555,15,Champions
CUST-51691,15,7,9168.01,5,4,3,543,12,Loyal
CUST-51692,16,6,13253.58,5,4,4,544,13,Champions
CUST-51693,151,3,3024.88,1,1,1,111,3,Lost
CUST-51694,60,4,5167.06,3,2,2,322,7,Potential
CUST-51695,88,2,7477.450000000001,2,1,2,212,5,At Risk
CUST-51696,271,1,6225.55,1,1,2,112,4,Lost
CUST-51697,22,6,10565.76,4,4,3,443,11,Loyal
CUST-51698,50,5,30584.36,3,3,5,335,11,Loyal
CUST-51699,87,4,1535.37,2,2,1,221,5,At Risk
CUST-51700,101,3,16959.77,2,1,4,214,7,Potential
CUST-51701,26,5,3973.58,4,3,2,432,9,Potential
CUST-51702,217,3,793.1600000000001,1,1,1,111,3,Lost
CUST-51703,3,5,20349.059999999998,5,3,5,535,13,Champions
CUST-51704,29,4,16773.14,4,2,4,424,10,Loyal
CUST-51705,59,7,26042.01,3,4,5,345,12,Loyal
CUST-51706,87,6,26788.28,2,4,5,245,11,Loyal
CUST-51707,320,1,883.44,1,1,1,111,3,Lost
CUST-51708,80,5,35696.01,2,3,5,235,10,Loyal
CUST-51709,110,5,3453.3,2,3,1,231,6,At Risk
CUST-51710,63,5,9713.939999999999,3,3,3,333,9,Potential
CUST-51711,13,9,10626.62,5,5,3,553,13,Champions
CUST-51712,87,4,17591.13,2,2,4,224,8,Potential
CUST-51713,77,7,11791.18,2,4,3,243,9,Potential
CUST-51714,16,5,3804.4900000000002,5,3,1,531,9,Potential
CUST-51715,230,1,473.25,1,1,1,111,3,Lost
CUST-51716,158,3,12380.15,1,1,4,114,6,At Risk
CUST-51717,76,5,12126.29,2,3,4,234,9,Potential
CUST-51718,59,4,8565.23,3,2,3,323,8,Potential
CUST-51719,88,2,2619.17,2,1,1,211,4,Lost
CUST-51720,129,3,3253.7299999999996,1,1,1,111,3,Lost
CUST-51721,94,4,2016.5800000000002,2,2,1,221,5,At Risk
CUST-51722,14,6,20748.210000000003,5,4,5,545,14,Champions
CUST-51723,52,7,11278.9,3,4,3,343,10,Loyal
CUST-51724,12,5,8238.29,5,3,3,533,11,Loyal
CUST-51725,87,2,1140.6399999999999,2,1,1,211,4,Lost
CUST-51726,41,6,14729.41,3,4,4,344,11,Loyal
CUST-51727,43,4,6379.129999999999,3,2,2,322,7,Potential
CUST-51728,18,7,11342.7,4,4,3,443,11,Loyal
CUST-51729,105,7,7273.14,2,4,2,242,8,Potential
CUST-51730,17,5,4911.16,5,3,2,532,10,Loyal
CUST-51731,4,7,28365.249999999996,5,4,5,545,14,Champions
CUST-51732,22,6,9705.77,4,4,3,443,11,Loyal
CUST-51733,69,4,12587.81,2,2,4,224,8,Potential
CUST-51734,68,3,1397.97,3,1,1,311,5,At Risk
CUST-51735,134,4,8875.2,1,2,3,123,6,At Risk
CUST-51736,64,7,21779.49,3,4,5,345,12,Loyal
CUST-51737,88,4,26414.34,2,2,5,225,9,Potential
CUST-51738,67,4,5398.52,3,2,2,322,7,Potential
CUST-51739,67,3,3262.59,3,1,1,311,5,At Risk
CUST-51740,23,4,3640.58,4,2,1,421,7,Potential
CUST-51741,98,3,2203.36,2,1,1,211,4,Lost
CUST-51742,3,9,10747.42,5,5,3,553,13,Champions
CUST-51743,57,7,11834.19,3,4,3,343,10,Loyal
CUST-51744,160,3,4862.09,1,1,2,112,4,Lost
CUST-51745,187,2,2030.37,1,1,1,111,3,Lost
CUST-51746,141,4,10833.92,1,2,3,123,6,At Risk
CUST-51747,67,6,20844.65,3,4,5,345,12,Loyal
CUST-51748,128,6,6603.139999999999,1,4,2,142,7,Potential
CUST-51749,61,6,13740.16,3,4,4,344,11,Loyal
CUST-51750,32,5,9418.630000000001,4,3,3,433,10,Loyal
CUST-51751,77,3,14496.779999999999,2,1,4,214,7,Potential
CUST-51752,189,1,391.12,1,1,1,111,3,Lost
CUST-51753,110,6,8822.96,2,4,3,243,9,Potential
CUST-51754,227,2,2158.51,1,1,1,111,3,Lost
CUST-51755,270,2,3772.5,1,1,1,111,3,Lost
CUST-51756,82,7,19105.54,2,4,4,244,10,Loyal
CUST-51757,124,6,12944.710000000001,1,4,4,144,9,Potential
CUST-51758,22,11,39276.49,4,5,5,455,14,Champions
CUST-51759,138,5,4359.2699999999995,1,3,2,132,6,At Risk
CUST-51760,46,6,17967.54,3,4,4,344,11,Loyal
CUST-51761,5,5,14476.83,5,3,4,534,12,Loyal
CUST-51762,79,4,7876.46,2,2,3,223,7,Potential
CUST-51763,3,3,16579.27,5,1,4,514,10,Loyal
CUST-51764,166,7,14355.32,1,4,4,144,9,Potential
CUST-51765,230,5,11536.77,1,3,3,133,7,Potential
CUST-51766,26,6,10257.58,4,4,3,443,11,Loyal
CUST-51767,96,3,21397.75,2,1,5,215,8,Potential
CUST-51768,56,5,2976.91,3,3,1,331,7,Potential
CUST-51769,67,4,13368.66,3,2,4,324,9,Potential
CUST-51770,14,8,11372.3,5,5,3,553,13,Champions
CUST-51771,19,9,44492.65,4,5,5,455,14,Champions
CUST-51772,37,4,10642.98,4,2,3,423,9,Potential
CUST-51773,270,3,3366.01,1,1,1,111,3,Lost
CUST-51774,77,3,13754.619999999999,2,1,4,214,7,Potential
CUST-51775,1,3,745.9,5,1,1,511,7,Potential
CUST-51776,66,4,14055.900000000001,3,2,4,324,9,Potential
CUST-51777,210,3,26360.61,1,1,5,115,7,Potential
CUST-51778,110,5,16382.560000000001,2,3,4,234,9,Potential
CUST-51779,62,3,12695.94,3,1,4,314,8,Potential
CUST-51780,64,5,2217.71,3,3,1,331,7,Potential
CUST-51781,26,8,11294.25,4,5,3,453,12,Loyal
CUST-51782,64,3,3834.57,3,1,1,311,5,At Risk
CUST-51783,69,5,5661.57,2,3,2,232,7,Potential
CUST-51784,60,5,4684.59,3,3,2,332,8,Potential
CUST-51785,27,7,20188.88,4,4,5,445,13,Champions
CUST-51786,6,7,16073.28,5,4,4,544,13,Champions
CUST-51787,13,6,19051.05,5,4,4,544,13,Champions
CUST-51788,83,5,7610.49,2,3,3,233,8,Potential
CUST-51789,23,7,5224.7,4,4,2,442,10,Loyal
CUST-51790,113,5,5181.14,2,3,2,232,7,Potential
CUST-51791,342,1,215.07,1,1,1,111,3,Lost
CUST-51792,46,4,9196.1,3,2,3,323,8,Potential
CUST-51793,25,7,22836.49,4,4,5,445,13,Champions
CUST-51794,2,5,15085.93,5,3,4,534,12,Loyal
CUST-51795,7,5,16884.86,5,3,4,534,12,Loyal
CUST-51796,111,9,19241.21,2,5,5,255,12,Loyal
CUST-51797,173,4,2542.4800000000005,1,2,1,121,4,Lost
CUST-51798,8,6,19744.68,5,4,5,545,14,Champions
CUST-51799,248,2,1386.58,1,1,1,111,3,Lost
CUST-51800,24,3,6130.13,4,1,2,412,7,Potential
CUST-51801,84,7,22892.61,2,4,5,245,11,Loyal
CUST-51802,68,6,14698.48,3,4,4,344,11,Loyal
CUST-51803,193,2,8364.52,1,1,3,113,5,At Risk
CUST-51804,8,5,11331.53,5,3,3,533,11,Loyal
CUST-51805,77,5,2626.94,2,3,1,231,6,At Risk
CUST-51806,187,1,233.27,1,1,1,111,3,Lost
CUST-51807,1,7,9388.85,5,4,3,543,12,Loyal
CUST-51808,21,6,6177.43,4,4,2,442,10,Loyal
CUST-51809,56,6,15995.4,3,4,4,344,11,Loyal
CUST-51810,10,5,18487.05,5,3,4,534,12,Loyal
CUST-51811,35,8,14167.11,4,5,4,454,13,Champions
CUST-51812,122,1,4411.3,1,1,2,112,4,Lost
CUST-51813,228,2,1337.55,1,1,1,111,3,Lost
CUST-51814,9,7,21608.84,5,4,5,545,14,Champions
CUST-51815,31,3,3082.11,4,1,1,411,6,At Risk
CUST-51816,110,1,1109.56,2,1,1,211,4,Lost
CUST-51817,132,4,3459.6400000000003,1,2,1,121,4,Lost
CUST-51818,115,4,9686.47,2,2,3,223,7,Potential
CUST-51819,23,6,19996.95,4,4,5,445,13,Champions
CUST-51820,9,4,4813.01,5,2,2,522,9,Potential
CUST-51821,21,4,21900.87,4,2,5,425,11,Loyal
CUST-51822,80,3,1519.1599999999999,2,1,1,211,4,Lost
CUST-51823,4,7,20060.73,5,4,5,545,14,Champions
CUST-51824,23,6,26293.839999999997,4,4,5,445,13,Champions
CUST-51825,30,8,16762.4,4,5,4,454,13,Champions
CUST-51826,35,6,11312.43,4,4,3,443,11,Loyal
CUST-51827,97,6,11676.630000000001,2,4,3,243,9,Potential
CUST-51828,13,3,8589.93,5,1,3,513,9,Potential
CUST-51829,91,7,21991.25,2,4,5,245,11,Loyal
CUST-51830,146,5,7078.79,1,3,2,132,6,At Risk
CUST-51831,5,7,10746.06,5,4,3,543,12,Loyal
CUST-51832,131,6,12939.8,1,4,4,144,9,Potential
CUST-51833,27,4,11530.09,4,2,3,423,9,Potential
CUST-51834,245,2,1834.28,1,1,1,111,3,Lost
CUST-51835,6,12,33399.5,5,5,5,555,15,Champions
CUST-51836,101,5,8015.03,2,3,3,233,8,Potential
CUST-51837,25,3,3663.89,4,1,1,411,6,At Risk
CUST-51838,42,3,3243.62,3,1,1,311,5,At Risk
CUST-51839,166,1,2306.53,1,1,1,111,3,Lost
CUST-51840,129,2,2293.03,1,1,1,111,3,Lost
CUST-51841,29,5,5060.9,4,3,2,432,9,Potential
CUST-51842,89,4,8606.05,2,2,3,223,7,Potential
CUST-51843,53,6,20179.82,3,4,5,345,12,Loyal
CUST-51844,35,7,21446.2,4,4,5,445,13,Champions
CUST-51845,2,3,6420.19,5,1,2,512,8,Potential
CUST-51846,146,5,19619.18,1,3,5,135,9,Potential
CUST-51847,3,10,29339.84,5,5,5,555,15,Champions
CUST-51848,6,8,21070.37,5,5,5,555,15,Champions
CUST-51849,18,3,3501.6499999999996,4,1,1,411,6,At Risk
CUST-51850,48,9,25081.7,3,5,5,355,13,Champions
CUST-51851,35,4,13173.599999999999,4,2,4,424,10,Loyal
CUST-51852,93,4,2248.88,2,2,1,221,5,At Risk
CUST-51853,47,4,14499.09,3,2,4,324,9,Potential
CUST-51854,23,5,6390.29,4,3,2,432,9,Potential
CUST-51855,72,7,13922.960000000001,2,4,4,244,10,Loyal
CUST-51856,164,3,2011.18,1,1,1,111,3,Lost
CUST-51857,94,5,26802.1,2,3,5,235,10,Loyal
CUST-51858,228,1,99.7,1,1,1,111,3,Lost
CUST-51859,65,3,2067.0699999999997,3,1,1,311,5,At Risk
CUST-51860,22,8,18735.17,4,5,4,454,13,Champions
CUST-51861,47,9,11201.05,3,5,3,353,11,Loyal
CUST-51862,89,4,15520.34,2,2,4,224,8,Potential
CUST-51863,116,2,3436.01,2,1,1,211,4,Lost
CUST-51864,49,4,14075.27,3,2,4,324,9,Potential
CUST-51865,9,5,35154.22,5,3,5,535,13,Champions
CUST-51867,261,1,5613.6,1,1,2,112,4,Lost
CUST-51868,21,6,22245.550000000003,4,4,5,445,13,Champions
CUST-51869,19,6,10286.23,4,4,3,443,11,Loyal
CUST-51870,59,9,33007.770000000004,3,5,5,355,13,Champions
CUST-51871,3,12,26423.69,5,5,5,555,15,Champions
CUST-51872,66,3,1331.98,3,1,1,311,5,At Risk
CUST-51873,73,4,15291.59,2,2,4,224,8,Potential
CUST-51874,45,6,7124.51,3,4,2,342,9,Potential
CUST-51875,73,6,7116.2,2,4,2,242,8,Potential
CUST-51876,131,3,9272.03,1,1,3,113,5,At Risk
CUST-51877,9,9,26278.710000000003,5,5,5,555,15,Champions
CUST-51878,202,4,2224.1800000000003,1,2,1,121,4,Lost
CUST-51879,50,5,6788.860000000001,3,3,2,332,8,Potential
CUST-51880,33,6,20783.260000000002,4,4,5,445,13,Champions
CUST-51881,92,5,30991.0,2,3,5,235,10,Loyal
CUST-51882,74,7,24956.45,2,4,5,245,11,Loyal
CUST-51883,169,3,1917.28,1,1,1,111,3,Lost
CUST-51884,123,5,7229.040000000001,1,3,2,132,6,At Risk
CUST-51885,50,4,8399.8,3,2,3,323,8,Potential
CUST-51886,37,3,3943.69,4,1,2,412,7,Potential
CUST-51887,9,7,3646.79,5,4,1,541,10,Loyal
CUST-51888,8,5,5075.41,5,3,2,532,10,Loyal
CUST-51889,20,5,28972.010000000002,4,3,5,435,12,Loyal
CUST-51890,65,10,33474.55,3,5,5,355,13,Champions
CUST-51891,22,5,17876.93,4,3,4,434,11,Loyal
CUST-51892,64,5,13134.44,3,3,4,334,10,Loyal
CUST-51893,122,4,9942.76,1,2,3,123,6,At Risk
CUST-51894,25,4,2976.6800000000003,4,2,1,421,7,Potential
CUST-51895,114,2,7290.24,2,1,2,212,5,At Risk
CUST-51896,9,2,2320.72,5,1,1,511,7,Potential
CUST-51897,120,1,830.13,1,1,1,111,3,Lost
CUST-51898,8,7,17097.04,5,4,4,544,13,Champions
CUST-51899,30,4,13553.33,4,2,4,424,10,Loyal
CUST-51900,137,5,14340.82,1,3,4,134,8,Potential
CUST-51901,34,5,4700.78,4,3,2,432,9,Potential
CUST-51902,90,2,18708.3,2,1,4,214,7,Potential
CUST-51903,32,7,11993.05,4,4,3,443,11,Loyal
CUST-51904,37,6,11152.300000000001,4,4,3,443,11,Loyal
CUST-51905,94,8,11373.42,2,5,3,253,10,Loyal
CUST-51906,27,8,6228.07,4,5,2,452,11,Loyal
CUST-51907,12,9,50740.149999999994,5,5,5,555,15,Champions
CUST-51908,3,6,7520.28,5,4,2,542,11,Loyal
CUST-51909,17,5,2919.6,5,3,1,531,9,Potential
CUST-51910,179,2,10746.1,1,1,3,113,5,At Risk
CUST-51911,16,4,4331.0599999999995,5,2,2,522,9,Potential
CUST-51912,10,4,11374.62,5,2,3,523,10,Loyal
CUST-51913,109,2,1758.47,2,1,1,211,4,Lost
CUST-51914,74,8,40182.34,2,5,5,255,12,Loyal
CUST-51915,23,6,10824.04,4,4,3,443,11,Loyal
CUST-51916,77,4,9136.720000000001,2,2,3,223,7,Potential
CUST-51917,35,5,14521.3,4,3,4,434,11,Loyal
CUST-51918,62,3,11660.54,3,1,3,313,7,Potential
CUST-51919,18,3,14103.91,4,1,4,414,9,Potential
CUST-51920,28,4,9468.77,4,2,3,423,9,Potential
CUST-51921,122,5,4285.52,1,3,2,132,6,At Risk
CUST-51922,84,2,8911.77,2,1,3,213,6,At Risk
CUST-51923,37,7,19660.27,4,4,5,445,13,Champions
CUST-51924,52,5,7233.04,3,3,2,332,8,Potential
CUST-51925,119,4,1409.1000000000001,1,2,1,121,4,Lost
CUST-51926,69,3,1976.2199999999998,2,1,1,211,4,Lost
CUST-51927,6,4,8985.15,5,2,3,523,10,Loyal
CUST-51928,109,8,10949.19,2,5,3,253,10,Loyal
CUST-51929,52,3,16151.4,3,1,4,314,8,Potential
CUST-51930,17,4,2409.37,5,2,1,521,8,Potential
CUST-51931,4,6,11378.53,5,4,3,543,12,Loyal
CUST-51932,203,3,6805.15,1,1,2,112,4,Lost
CUST-51933,68,4,5173.8,3,2,2,322,7,Potential
CUST-51934,134,2,1431.85,1,1,1,111,3,Lost
CUST-51935,18,14,23269.78,4,5,5,455,14,Champions
CUST-51936,29,4,2981.4500000000003,4,2,1,421,7,Potential
CUST-51937,49,5,6438.5199999999995,3,3,2,332,8,Potential
CUST-51938,227,3,3926.7999999999997,1,1,2,112,4,Lost
CUST-51939,78,7,8103.44,2,4,3,243,9,Potential
CUST-51940,19,5,2001.17,4,3,1,431,8,Potential
CUST-51941,7,3,4817.48,5,1,2,512,8,Potential
CUST-51942,156,2,11928.630000000001,1,1,3,113,5,At Risk
CUST-51943,15,7,17991.84,5,4,4,544,13,Champions
CUST-51944,265,3,1839.72,1,1,1,111,3,Lost
CUST-51945,26,5,4159.21,4,3,2,432,9,Potential
CUST-51946,209,2,6360.21,1,1,2,112,4,Lost
CUST-51947,165,3,2763.37,1,1,1,111,3,Lost
CUST-51948,17,8,8811.06,5,5,3,553,13,Champions
CUST-51949,96,3,7739.48,2,1,3,213,6,At Risk
CUST-51950,134,9,13159.34,1,5,4,154,10,Loyal
CUST-51951,126,3,5914.84,1,1,2,112,4,Lost
CUST-51952,48,4,11621.83,3,2,3,323,8,Potential
CUST-51953,33,12,15367.76,4,5,4,454,13,Champions
CUST-51954,135,3,3866.62,1,1,1,111,3,Lost
CUST-51955,24,5,1417.8700000000001,4,3,1,431,8,Potential
CUST-51956,5,6,14883.01,5,4,4,544,13,Champions
CUST-51957,128,3,2205.83,1,1,1,111,3,Lost
CUST-51958,109,5,4783.02,2,3,2,232,7,Potential
CUST-51959,54,4,5159.19,3,2,2,322,7,Potential
CUST-51960,3,8,28725.260000000002,5,5,5,555,15,Champions
CUST-51961,52,6,19270.7,3,4,5,345,12,Loyal
CUST-51962,165,7,16461.83,1,4,4,144,9,Potential
CUST-51963,104,4,5105.38,2,2,2,222,6,At Risk
CUST-51964,26,2,565.66,4,1,1,411,6,At Risk
CUST-51965,197,3,4369.3,1,1,2,112,4,Lost
CUST-51966,42,3,4296.360000000001,3,1,2,312,6,At Risk
CUST-51967,29,5,4716.96,4,3,2,432,9,Potential
CUST-51968,41,6,9735.330000000002,3,4,3,343,10,Loyal
CUST-51969,102,5,6239.92,2,3,2,232,7,Potential
CUST-51970,50,6,17258.45,3,4,4,344,11,Loyal
CUST-51971,190,2,3818.58,1,1,1,111,3,Lost
CUST-51972,67,4,6518.61,3,2,2,322,7,Potential
CUST-51973,248,2,1609.5,1,1,1,111,3,Lost
CUST-51974,41,4,12875.61,3,2,4,324,9,Potential
CUST-51975,39,5,8000.15,3,3,3,333,9,Potential
CUST-51976,29,9,42245.22,4,5,5,455,14,Champions
CUST-51977,51,5,35177.27,3,3,5,335,11,Loyal
CUST-51978,60,2,238.57,3,1,1,311,5,At Risk
CUST-51979,23,7,12453.86,4,4,4,444,12,Loyal
CUST-51980,47,3,7194.4400000000005,3,1,2,312,6,At Risk
CUST-51981,91,7,23844.79,2,4,5,245,11,Loyal
CUST-51982,93,10,18413.24,2,5,4,254,11,Loyal
CUST-51983,65,8,27843.99,3,5,5,355,13,Champions
CUST-51984,10,8,22346.25,5,5,5,555,15,Champions
CUST-51985,137,3,3226.85,1,1,1,111,3,Lost
CUST-51986,15,7,15740.09,5,4,4,544,13,Champions
CUST-51987,42,3,960.1700000000001,3,1,1,311,5,At Risk
CUST-51988,54,4,8914.25,3,2,3,323,8,Potential
CUST-51989,54,8,22910.58,3,5,5,355,13,Champions
CUST-51990,151,6,8391.22,1,4,3,143,8,Potential
CUST-51991,136,3,2650.9700000000003,1,1,1,111,3,Lost
CUST-51992,39,8,9972.78,3,5,3,353,11,Loyal
CUST-51993,22,7,18389.78,4,4,4,444,12,Loyal
