product_id,product_name,product_category,brand,launch_date,price,cost,supplier_id,stock_quantity,rating,warranty_period,profit_margin,age_days,profit_segment
PROD-JM328,Indoor Dumbbell Set Edition 511,Sports,TaylorMade,2016-12-25,385.14,279.27,SUP00458,525,4.5,12,27.49,3244,Below Avg
PROD-UZ992,Essential Business,Books,Penguin,2015-11-22,49.03,39.05,SUP00331,293,4.2,0,20.35,3643,Below Avg
PROD-QF943,Mastering Cooking,Books,Wiley,2015-03-04,37.67,31.99,SUP00003,359,4.5,0,15.08,3906,Low
PROD-CS413,Outdoor Dumbbell Set Model 258,Sports,Wilson,2023-09-20,457.72,330.77,SUP00094,515,3.9,5,27.74,784,Below Avg
PROD-QP428,4K Router Model 457,Electronics,Lenovo,2024-03-27,2000.0,1430.18,SUP00384,689,2.9,15,28.49,595,Below Avg
PROD-QU123,Executive Desk Series 170,Furniture,West Elm,2022-01-13,3000.0,2420.31,SUP00033,468,4.9,45,19.32,1399,Low
PROD-NL607,Wireless Router Pro 364,Electronics,Dell,2023-06-26,811.17,576.79,SUP00053,859,4.1,34,28.89,870,Below Avg
PROD-RZ579,Pro Tablet Elite 632,Electronics,Sony,2016-05-20,2000.0,1418.91,SUP00429,189,4.6,26,29.05,3463,Below Avg
PROD-SU167,Ultra Tablet Plus 500,Electronics,Sony,2015-08-22,1227.73,1002.73,SUP00023,286,4.4,36,18.33,3735,Low
PROD-PN266,Pro Tennis Racket Model 934,Sports,Callaway,2015-06-02,306.69,243.6,SUP00241,115,4.0,9,20.57,3816,Below Avg
PROD-VA975,Compact Mixer Max 111,Home & Garden,Scotts,2023-05-09,500.0,373.72,SUP00121,1223,4.3,14,25.26,918,Below Avg
PROD-NE740,Performance Treadmill Model 462,Sports,Yonex,2017-08-19,318.54,240.09,SUP00068,119,4.0,3,24.63,3007,Below Avg
PROD-CN313,Casual Dress X 105,Apparel,Uniqlo,2017-06-19,275.36,229.44,SUP00044,75,4.4,1,16.68,3068,Low
PROD-QB264,Wireless Tablet Model 283,Electronics,Samsung,2015-09-09,1378.33,918.27,SUP00295,911,3.8,19,33.38,3717,Below Avg
PROD-NK596,Sport T-Shirt Series 862,Apparel,Adidas,2020-12-01,125.24,96.63,SUP00244,106,4.6,3,22.84,1807,Below Avg
PROD-OZ461,Rustic Dresser Pro 192,Furniture,Rooms To Go,2017-12-07,1614.62,1153.64,SUP00212,384,4.3,42,28.55,2897,Below Avg
PROD-PV484,Slim Fit Shirt Pro 842,Apparel,Under Armour,2023-01-21,255.6,167.86,SUP00099,912,3.7,4,34.33,1026,Below Avg
PROD-AE907,Vintage Table Max 850,Furniture,La-Z-Boy,2023-01-25,727.2,436.67,SUP00494,147,3.1,57,39.95,1022,Below Avg
PROD-BF904,Smart Heater Edition 333,Home & Garden,Black+Decker,2015-08-21,500.0,355.69,SUP00271,799,4.6,10,28.86,3736,Below Avg
PROD-GA375,Pro Headphones Edition 347,Electronics,Apple,2017-01-04,756.77,508.8,SUP00459,670,4.3,14,32.77,3234,Below Avg
PROD-XE424,The Travel,Books,Macmillan,2016-09-09,35.98,25.95,SUP00436,532,4.3,0,27.88,3351,Below Avg
PROD-XW992,Luxury Bed X 212,Furniture,La-Z-Boy,2017-08-17,3000.0,2417.05,SUP00086,198,4.0,46,19.43,3009,Low
PROD-FN373,Pro Gloves Max 751,Sports,Decathlon,2021-06-22,800.0,594.62,SUP00211,354,3.2,8,25.67,1604,Below Avg
PROD-BQ896,Luxury Bed Edition 707,Furniture,West Elm,2024-08-01,1061.58,716.5,SUP00026,693,3.8,42,32.51,468,Below Avg
PROD-BA983,Professional Mixer Max 660,Home & Garden,Cuisinart,2015-08-03,500.0,334.29,SUP00379,86,3.6,9,33.14,3754,Below Avg
PROD-QE588,Outdoor Bicycle Series 597,Sports,Nike,2021-10-06,405.67,316.97,SUP00174,308,3.9,6,21.87,1498,Below Avg
PROD-JM679,Heavy Duty Heater Edition 354,Home & Garden,KitchenAid,2023-08-20,102.7,80.24,SUP00377,504,4.5,7,21.87,815,Below Avg
PROD-ZD376,Formal T-Shirt Model 434,Apparel,Gap,2017-01-21,297.01,185.84,SUP00343,690,3.1,3,37.43,3217,Below Avg
PROD-TY180,Classic Desk Pro 929,Furniture,IKEA,2023-05-19,2560.6,2110.7,SUP00359,339,4.3,51,17.57,908,Low
PROD-QG783,Pro Smartphone Model 802,Electronics,LG,2021-03-05,964.64,602.83,SUP00117,21,4.1,15,37.51,1713,Below Avg
PROD-EV754,Smart Vacuum Model 763,Home & Garden,OXO,2023-02-14,306.48,256.32,SUP00013,429,4.8,19,16.37,1002,Low
PROD-AM677,Smart Smartphone Edition 887,Electronics,Canon,2024-06-19,1095.63,872.81,SUP00273,405,2.9,30,20.34,511,Below Avg
PROD-FB755,Classic Table Pro 770,Furniture,Rooms To Go,2016-01-11,1127.29,789.97,SUP00304,193,4.2,23,29.92,3593,Below Avg
PROD-PU461,Modern Bookshelf Plus 816,Furniture,Rooms To Go,2021-06-30,1037.29,836.85,SUP00067,824,4.1,49,19.32,1596,Low
PROD-KC970,Sport Boots Max 787,Apparel,Under Armour,2017-01-06,216.09,138.86,SUP00038,229,4.3,1,35.74,3232,Below Avg
PROD-GE109,Classic Table Max 772,Furniture,West Elm,2022-05-02,3000.0,2312.22,SUP00417,401,4.6,44,22.93,1290,Below Avg
PROD-MZ250,Wireless Laptop Elite 827,Electronics,Canon,2022-06-06,2000.0,1669.47,SUP00091,81,4.8,25,16.53,1255,Low
PROD-BU351,Ultra Smartphone Pro 221,Electronics,HP,2023-01-11,860.2,608.79,SUP00294,470,3.9,30,29.23,1036,Below Avg
PROD-PA822,Classic Jacket Series 792,Apparel,Forever 21,2022-11-18,274.56,197.66,SUP00226,307,4.1,6,28.01,1090,Below Avg
PROD-TU212,Introduction to Philosophy,Books,Cambridge,2016-11-01,45.55,32.59,SUP00223,121,4.9,0,28.45,3298,Below Avg
PROD-IJ978,HD TV Elite 734,Electronics,Asus,2022-03-06,1775.85,1191.65,SUP00430,324,4.6,25,32.9,1347,Below Avg
PROD-NJ982,Premium Shoes Pro 160,Apparel,Uniqlo,2023-07-21,255.9,216.59,SUP00412,30,4.1,4,15.36,845,Low
PROD-CZ338,Performance Basketball Pro 542,Sports,Columbia,2016-11-26,503.44,387.28,SUP00299,32,4.7,4,23.07,3273,Below Avg
PROD-PQ807,Premium Sneakers Pro 947,Apparel,Uniqlo,2024-04-26,108.0,86.86,SUP00209,215,4.1,6,19.57,565,Low
PROD-ER292,Comfort T-Shirt Edition 951,Apparel,Zara,2020-08-01,154.12,125.87,SUP00174,355,4.7,4,18.33,1929,Low
PROD-AV793,HD Camera Plus 794,Electronics,Apple,2023-06-28,549.13,441.04,SUP00266,712,4.4,13,19.68,868,Low
PROD-OV653,Premium Laptop Series 326,Electronics,Sony,2023-10-17,1381.88,938.22,SUP00407,349,4.7,22,32.11,757,Below Avg
PROD-VG875,Premium Blender Max 789,Home & Garden,Philips,2024-12-25,136.29,89.36,SUP00403,147,3.3,13,34.43,322,Below Avg
PROD-IJ460,HD Laptop Pro 658,Electronics,Asus,2021-03-01,608.74,452.46,SUP00321,388,3.9,6,25.67,1717,Below Avg
PROD-EL565,Rustic Bench Elite 165,Furniture,Rooms To Go,2015-09-01,3000.0,2061.44,SUP00196,590,4.5,27,31.29,3725,Below Avg
PROD-LB681,Regular Sweater X 470,Apparel,Uniqlo,2021-09-16,161.18,128.96,SUP00044,222,2.5,1,19.99,1518,Low
PROD-MI786,Smart Printer Pro 302,Electronics,LG,2024-08-10,1408.23,1057.41,SUP00113,505,3.7,16,24.91,459,Below Avg
PROD-VU303,Casual Shoes Plus 184,Apparel,Puma,2018-12-18,168.51,131.87,SUP00066,160,3.9,1,21.74,2521,Below Avg
PROD-ZR208,Smart Tablet Max 248,Electronics,Apple,2021-08-16,869.61,713.38,SUP00289,187,3.4,29,17.97,1549,Low
PROD-OH187,Pro Bicycle Pro 540,Sports,TaylorMade,2017-10-23,520.06,386.62,SUP00340,236,3.6,3,25.66,2942,Below Avg
PROD-DO206,Sport Shoes X 292,Apparel,Forever 21,2019-07-07,136.59,89.94,SUP00067,45,4.0,6,34.15,2320,Below Avg
PROD-GS962,Professional Vacuum Elite 555,Home & Garden,Rubbermaid,2018-09-27,115.24,82.68,SUP00317,296,3.7,17,28.25,2603,Below Avg
PROD-SA507,Professional Lawn Mower Elite 903,Home & Garden,Dyson,2021-08-12,363.09,232.38,SUP00221,668,3.8,8,36.0,1553,Below Avg
PROD-ER888,Wireless Speaker Max 356,Electronics,Asus,2018-11-30,1768.49,1326.8,SUP00419,71,3.8,35,24.98,2539,Below Avg
PROD-SO934,Compact Bench Plus 158,Furniture,IKEA,2020-12-21,1789.69,1296.83,SUP00435,630,4.1,34,27.54,1787,Below Avg
PROD-ET466,Training Basketball Model 244,Sports,Wilson,2019-12-17,346.44,238.4,SUP00491,574,4.6,5,31.19,2157,Below Avg
PROD-LW829,Wireless Laptop Edition 810,Electronics,LG,2022-08-16,978.82,800.29,SUP00154,88,4.4,34,18.24,1184,Low
PROD-DK198,Smart Trimmer Edition 189,Home & Garden,Philips,2023-09-27,500.0,300.39,SUP00489,397,3.3,11,39.92,777,Below Avg
PROD-AK224,4K Headphones Plus 507,Electronics,Samsung,2020-10-27,1462.57,1004.55,SUP00299,265,4.7,26,31.32,1842,Below Avg
PROD-MH598,Digital Printer Max 401,Electronics,LG,2020-07-20,1227.2,741.16,SUP00085,142,4.2,10,39.61,1941,Below Avg
PROD-EC749,Premium Vacuum Series 705,Home & Garden,Black+Decker,2018-10-28,333.89,259.24,SUP00034,919,3.6,14,22.36,2572,Below Avg
PROD-UI116,Compact Heater Elite 281,Home & Garden,Dyson,2018-05-26,157.67,121.33,SUP00133,104,3.6,11,23.05,2727,Below Avg
PROD-ZI623,Essential Lawn Mower Pro 740,Home & Garden,Rubbermaid,2023-01-02,317.12,214.29,SUP00261,507,4.2,12,32.43,1045,Below Avg
PROD-KP767,Modern Cabinet Max 109,Furniture,Ashley,2023-03-30,1976.93,1462.72,SUP00480,311,4.2,12,26.01,958,Below Avg
PROD-DT677,Competition Helmet Max 278,Sports,Nike,2020-02-12,94.2,67.34,SUP00098,524,3.9,10,28.51,2100,Below Avg
PROD-HP770,Premium Mixer Edition 948,Home & Garden,Scotts,2023-05-26,390.03,246.64,SUP00233,186,4.5,9,36.76,901,Below Avg
PROD-SK881,4K Monitor Pro 122,Electronics,Dell,2019-09-27,1156.52,899.06,SUP00490,287,4.4,19,22.26,2238,Below Avg
PROD-BV306,4K Laptop Model 529,Electronics,Sony,2023-07-17,772.23,572.65,SUP00300,513,3.8,24,25.84,849,Below Avg
PROD-QJ354,Pro Camera Pro 745,Electronics,Asus,2016-10-19,1441.68,1063.13,SUP00358,742,3.6,32,26.26,3311,Below Avg
PROD-AD501,Digital Printer Model 756,Electronics,Canon,2022-07-16,2000.0,1474.07,SUP00088,733,4.4,24,26.3,1215,Below Avg
PROD-BC304,Premium Camera Plus 269,Electronics,Asus,2017-02-02,783.59,598.35,SUP00288,429,4.0,23,23.64,3205,Below Avg
PROD-OF676,Casual Shirt Max 401,Apparel,Puma,2017-08-21,133.03,94.34,SUP00243,249,2.8,2,29.08,3005,Below Avg
PROD-JL851,HD Printer Plus 950,Electronics,LG,2021-01-16,735.93,522.37,SUP00176,731,4.0,35,29.02,1761,Below Avg
PROD-ZB966,Premium Boots Pro 960,Apparel,Forever 21,2022-11-18,73.93,52.92,SUP00332,57,3.6,2,28.42,1090,Below Avg
PROD-XD520,Pro Football Edition 793,Sports,The North Face,2022-08-10,800.0,561.53,SUP00497,954,3.0,10,29.81,1190,Below Avg
PROD-OD384,4K Camera Pro 585,Electronics,Asus,2024-09-09,1978.0,1553.12,SUP00008,165,4.0,18,21.48,429,Below Avg
PROD-DP773,Pro Helmet Edition 109,Sports,Adidas,2019-07-02,337.87,263.13,SUP00415,637,2.7,10,22.12,2325,Below Avg
PROD-IL499,Pro Camera Series 538,Electronics,Samsung,2022-03-25,710.29,578.52,SUP00311,494,3.7,36,18.55,1328,Low
PROD-EV698,Premium Tablet Pro 762,Electronics,Sony,2020-03-30,2000.0,1328.29,SUP00042,399,3.1,7,33.59,2053,Below Avg
PROD-NW643,Digital Monitor X 892,Electronics,Asus,2015-04-12,975.92,592.09,SUP00333,334,3.4,6,39.33,3867,Below Avg
PROD-HW763,Formal Shirt X 814,Apparel,Nike,2022-09-13,81.38,58.55,SUP00243,146,4.2,3,28.05,1156,Below Avg
PROD-YO913,Contemporary Bookshelf Max 237,Furniture,Ethan Allen,2024-05-24,760.2,482.9,SUP00465,568,4.9,55,36.48,537,Below Avg
PROD-TQ404,Essential Mixer Series 507,Home & Garden,Rubbermaid,2019-03-06,160.56,130.84,SUP00050,262,4.3,19,18.51,2443,Low
PROD-GS375,Training Basketball Elite 885,Sports,Wilson,2024-05-12,303.76,218.69,SUP00348,604,3.7,8,28.01,549,Below Avg
PROD-KM658,Digital Monitor Edition 885,Electronics,Sony,2020-03-13,789.16,586.95,SUP00355,974,3.5,26,25.62,2070,Below Avg
PROD-XK859,Premium Monitor Elite 103,Electronics,Asus,2024-10-05,2000.0,1355.89,SUP00392,234,4.4,8,32.21,403,Below Avg
PROD-XZ687,Professional Vacuum Pro 555,Home & Garden,OXO,2017-12-23,199.38,150.91,SUP00171,561,4.6,21,24.31,2881,Below Avg
PROD-OJ984,Performance Basketball Elite 918,Sports,Callaway,2024-02-12,669.26,492.56,SUP00406,80,4.1,8,26.4,639,Below Avg
PROD-WF684,A Guide to Technology,Books,Simon & Schuster,2020-02-16,29.48,22.24,SUP00251,588,4.1,0,24.56,2096,Below Avg
PROD-NE942,Premium Boots Model 624,Apparel,Gap,2017-10-11,300.0,242.67,SUP00341,167,4.1,5,19.11,2954,Low
PROD-LR262,Ultra Camera Elite 267,Electronics,Nikon,2019-12-09,1215.89,851.43,SUP00365,135,4.3,34,29.97,2165,Below Avg
PROD-AA452,Modern Cabinet Plus 127,Furniture,Pottery Barn,2021-03-07,1925.19,1408.2,SUP00329,47,4.2,16,26.85,1711,Below Avg
PROD-VE809,Premium Laptop Plus 682,Electronics,Lenovo,2021-07-14,1374.69,1109.09,SUP00226,460,3.9,27,19.32,1582,Low
PROD-MC110,Essential Mixer Pro 891,Home & Garden,Philips,2018-05-04,331.56,250.6,SUP00142,362,4.5,19,24.42,2749,Below Avg
PROD-ON708,Classic Bed X 164,Furniture,Wayfair,2019-07-09,2202.61,1763.47,SUP00222,380,4.1,59,19.94,2318,Low
PROD-RU216,Eco Mixer Model 168,Home & Garden,Black+Decker,2021-05-30,134.2,107.65,SUP00394,690,3.4,7,19.78,1627,Low
PROD-LF156,Wireless TV Model 398,Electronics,Samsung,2023-10-25,913.0,680.47,SUP00399,334,4.3,17,25.47,749,Below Avg
PROD-IF363,Compact Chair Edition 665,Furniture,Havertys,2018-11-30,1058.49,654.23,SUP00001,228,4.1,38,38.19,2539,Below Avg
PROD-GI227,Slim Fit Jeans Plus 526,Apparel,Forever 21,2019-11-07,138.09,107.22,SUP00002,482,4.1,6,22.35,2197,Below Avg
PROD-QV547,Contemporary Dresser Elite 346,Furniture,IKEA,2023-09-26,932.03,569.24,SUP00467,302,2.9,57,38.92,778,Below Avg
PROD-AH586,Modern Ottoman Edition 483,Furniture,Wayfair,2023-10-16,1128.59,698.8,SUP00290,527,3.0,36,38.08,758,Below Avg
PROD-FC250,Compact Blender Plus 107,Home & Garden,Bosch,2016-02-05,500.0,315.42,SUP00017,242,4.7,23,36.92,3568,Below Avg
PROD-EP484,Indoor Tennis Racket X 941,Sports,Columbia,2023-03-09,138.53,87.8,SUP00448,437,4.5,4,36.62,979,Below Avg
PROD-RO456,Ultra Tablet Model 677,Electronics,Dell,2017-03-04,1170.08,744.94,SUP00254,358,4.5,20,36.33,3175,Below Avg
PROD-GK336,Formal Pants Edition 558,Apparel,Puma,2024-01-12,300.0,232.54,SUP00337,641,4.6,4,22.49,670,Below Avg
PROD-KI598,HD Laptop Series 532,Electronics,Apple,2017-03-21,790.8,512.99,SUP00339,247,4.7,33,35.13,3158,Below Avg
PROD-KJ291,Slim Fit Jeans Plus 983,Apparel,Adidas,2020-05-11,294.22,225.01,SUP00322,353,4.2,6,23.52,2011,Below Avg
PROD-ZE684,Formal T-Shirt Plus 177,Apparel,Levi's,2022-01-22,172.11,106.06,SUP00448,423,3.8,0,38.38,1390,Below Avg
PROD-YC416,Premium Sweater Model 917,Apparel,Zara,2020-06-23,276.37,229.05,SUP00398,452,4.0,3,17.12,1968,Low
PROD-NU858,Introduction to Technology,Books,Wiley,2022-09-23,34.14,22.25,SUP00274,641,4.4,0,34.83,1146,Below Avg
PROD-YN248,Essential Philosophy,Books,Oxford,2020-12-30,23.13,14.93,SUP00397,979,4.4,0,35.45,1778,Below Avg
PROD-OL930,HD Laptop Max 587,Electronics,Lenovo,2022-04-17,1014.15,663.16,SUP00078,79,4.0,9,34.61,1305,Below Avg
PROD-RM759,Premium Boots Max 760,Apparel,Zara,2023-12-06,112.01,83.78,SUP00298,47,3.7,0,25.2,707,Below Avg
PROD-UR248,Regular Pants Pro 808,Apparel,Under Armour,2021-10-09,201.99,166.69,SUP00452,662,3.2,6,17.48,1495,Low
PROD-VH105,Premium Jacket Edition 769,Apparel,Uniqlo,2019-11-14,122.8,80.84,SUP00036,176,4.6,0,34.17,2190,Below Avg
PROD-KU917,Training Tennis Racket Model 179,Sports,Wilson,2017-05-18,800.0,590.96,SUP00169,83,4.4,12,26.13,3100,Below Avg
PROD-DE479,Digital Smartphone Plus 560,Electronics,Canon,2021-01-27,728.35,584.1,SUP00405,502,4.3,34,19.81,1750,Low
PROD-TU991,Outdoor Yoga Mat Series 329,Sports,Columbia,2019-08-15,800.0,598.8,SUP00428,736,4.1,9,25.15,2281,Below Avg
PROD-OL236,Introduction to Cooking,Books,Simon & Schuster,2023-05-09,42.42,34.52,SUP00149,430,2.8,0,18.62,918,Low
PROD-BI265,Deluxe Heater Model 231,Home & Garden,OXO,2021-10-04,274.93,213.73,SUP00243,105,4.6,21,22.26,1500,Below Avg
PROD-EV309,Premium Boots Edition 277,Apparel,Zara,2017-08-02,166.0,113.55,SUP00081,74,4.4,6,31.6,3024,Below Avg
PROD-MW288,Smart Tablet Edition 942,Electronics,Dell,2022-04-17,964.34,639.71,SUP00107,129,4.7,22,33.66,1305,Below Avg
PROD-PA878,Pro Speaker Plus 870,Electronics,Nikon,2016-06-21,1523.02,917.25,SUP00496,98,4.6,28,39.77,3431,Below Avg
PROD-YM588,Compact Blender Plus 627,Home & Garden,Scotts,2017-03-02,410.11,253.27,SUP00338,604,3.8,17,38.24,3177,Below Avg
PROD-MU546,Ultra Headphones Elite 660,Electronics,LG,2015-05-02,1425.64,1144.97,SUP00178,177,4.0,23,19.69,3847,Low
PROD-UE952,Premium Sneakers Series 699,Apparel,H&M,2016-06-05,133.69,92.55,SUP00021,151,4.5,2,30.77,3447,Below Avg
PROD-MP522,Performance Dumbbell Set X 630,Sports,Decathlon,2015-01-05,421.75,254.46,SUP00077,117,3.9,7,39.67,3964,Below Avg
PROD-SQ512,Vintage Bench Edition 471,Furniture,Pottery Barn,2020-03-18,1136.3,806.7,SUP00063,402,4.7,21,29.01,2065,Below Avg
PROD-OV800,Regular Pants Plus 549,Apparel,H&M,2017-10-06,107.24,82.78,SUP00363,330,3.6,0,22.81,2959,Below Avg
PROD-EN147,Smart Laptop Model 702,Electronics,LG,2015-03-07,939.12,587.2,SUP00266,350,2.8,15,37.47,3903,Below Avg
PROD-XI383,Contemporary Desk X 660,Furniture,Ethan Allen,2024-11-11,744.94,625.64,SUP00382,740,4.2,44,16.01,366,Low
PROD-QX240,Sport Jeans Plus 149,Apparel,Under Armour,2020-12-25,178.96,126.82,SUP00222,884,3.0,5,29.14,1783,Below Avg
PROD-RF795,Essential Travel,Books,Cambridge,2021-07-28,22.24,13.8,SUP00300,475,4.3,0,37.95,1568,Below Avg
PROD-JP584,Pro Router Plus 906,Electronics,Samsung,2015-04-17,1089.04,778.91,SUP00253,139,4.4,7,28.48,3862,Below Avg
PROD-OJ238,Mastering Science,Books,Cambridge,2020-08-13,18.82,15.14,SUP00356,44,4.1,0,19.55,1917,Low
PROD-ZE847,HD Camera X 567,Electronics,Asus,2015-06-27,250.74,160.47,SUP00342,328,3.6,17,36.0,3791,Below Avg
PROD-JX634,Contemporary Dresser Elite 122,Furniture,Pottery Barn,2016-07-10,1913.33,1157.24,SUP00434,357,3.9,53,39.52,3412,Below Avg
PROD-NV237,Casual Shoes Series 304,Apparel,Forever 21,2020-09-01,83.64,61.97,SUP00298,170,4.5,6,25.91,1898,Below Avg
PROD-DH101,Pro Basketball Edition 113,Sports,Yonex,2019-02-02,354.31,232.97,SUP00327,510,4.3,7,34.25,2475,Below Avg
PROD-GW224,Professional Mixer X 778,Home & Garden,Miracle-Gro,2017-11-15,500.0,366.53,SUP00320,176,3.8,13,26.69,2919,Below Avg
PROD-GX774,Ultra TV Edition 951,Electronics,HP,2022-09-19,2000.0,1222.56,SUP00083,449,4.0,15,38.87,1150,Below Avg
PROD-RC189,Luxury Sofa Series 644,Furniture,Ashley,2016-05-01,3000.0,2021.7,SUP00262,273,4.4,27,32.61,3482,Below Avg
PROD-WI283,A Guide to Travel,Books,Pearson,2020-08-23,32.04,26.31,SUP00075,904,3.4,0,17.88,1907,Low
PROD-ND374,4K Monitor X 219,Electronics,Asus,2015-03-26,462.26,364.14,SUP00142,231,3.2,31,21.23,3884,Below Avg
PROD-LQ236,Performance Gloves Model 563,Sports,Spalding,2022-06-30,178.07,140.82,SUP00041,157,3.6,9,20.92,1231,Below Avg
PROD-EE769,Indoor Bicycle X 853,Sports,Callaway,2018-07-17,204.86,142.15,SUP00004,169,4.6,12,30.61,2675,Below Avg
PROD-XA445,Classic Sneakers X 884,Apparel,Forever 21,2022-09-25,56.73,40.76,SUP00315,340,4.7,4,28.15,1144,Below Avg
PROD-BT179,Pro Monitor Edition 163,Electronics,LG,2020-05-16,1131.14,878.39,SUP00428,79,4.7,23,22.34,2006,Below Avg
PROD-DR526,Premium Printer Max 834,Electronics,Apple,2017-02-10,648.39,493.03,SUP00276,311,4.5,11,23.96,3197,Below Avg
PROD-CG940,Compact Bookshelf Model 278,Furniture,Crate & Barrel,2023-02-18,2359.55,1674.12,SUP00384,264,3.3,36,29.05,998,Below Avg
PROD-QK434,Modern Ottoman Elite 272,Furniture,Havertys,2021-02-27,1192.08,841.41,SUP00061,163,4.5,45,29.42,1719,Below Avg
PROD-NY906,Ultra Headphones X 226,Electronics,Nikon,2017-10-16,550.58,416.64,SUP00364,173,4.6,9,24.33,2949,Below Avg
PROD-TH222,Casual Dress Edition 282,Apparel,Under Armour,2018-09-26,197.88,121.36,SUP00186,38,3.9,1,38.67,2604,Below Avg
PROD-NQ988,Premium Jeans Edition 991,Apparel,Uniqlo,2020-12-12,188.47,145.62,SUP00292,91,3.8,6,22.74,1796,Below Avg
PROD-DK215,Indoor Helmet Pro 365,Sports,Adidas,2020-08-23,566.36,341.96,SUP00415,56,2.5,4,39.62,1907,Below Avg
PROD-XE408,Pro Helmet Elite 205,Sports,Wilson,2018-03-02,494.26,412.45,SUP00412,80,4.7,7,16.55,2812,Low
PROD-SB244,Deluxe Vacuum Max 820,Home & Garden,Cuisinart,2020-07-09,500.0,370.74,SUP00447,589,4.7,22,25.85,1952,Below Avg
PROD-GB237,Slim Fit T-Shirt Model 290,Apparel,Under Armour,2020-11-09,116.88,84.09,SUP00216,392,3.8,5,28.05,1829,Below Avg
PROD-AS502,Premium Mixer Max 213,Home & Garden,Dyson,2018-05-09,327.38,214.98,SUP00107,254,4.2,14,34.33,2744,Below Avg
PROD-XN963,Complete Travel,Books,Simon & Schuster,2017-10-20,24.98,16.16,SUP00018,201,4.0,0,35.31,2945,Below Avg
PROD-BI149,4K Router Max 749,Electronics,HP,2015-06-03,595.73,398.24,SUP00318,659,4.5,10,33.15,3815,Below Avg
PROD-DE933,Comfort Sneakers X 202,Apparel,Nike,2020-05-06,169.64,115.98,SUP00484,283,4.5,5,31.63,2016,Below Avg
PROD-WT393,Vintage Desk Model 754,Furniture,Ashley,2024-07-30,722.97,449.7,SUP00259,139,4.1,30,37.8,470,Below Avg
PROD-YW627,Slim Fit T-Shirt Elite 268,Apparel,Puma,2024-01-04,113.03,95.82,SUP00144,569,3.9,6,15.23,678,Low
PROD-UG460,Competition Dumbbell Set Pro 757,Sports,Adidas,2015-05-24,305.15,223.14,SUP00353,315,3.1,9,26.88,3825,Below Avg
PROD-HH932,Casual Dress Series 178,Apparel,Gap,2016-11-03,144.95,100.32,SUP00178,289,4.8,1,30.79,3296,Below Avg
PROD-PL634,Competition Bicycle Plus 163,Sports,Callaway,2016-08-24,407.51,307.98,SUP00027,13,4.4,12,24.42,3367,Below Avg
PROD-AG447,Elite Helmet X 338,Sports,Adidas,2024-07-01,285.78,198.79,SUP00068,127,4.2,9,30.44,499,Below Avg
PROD-MI117,Wireless Tablet Model 542,Electronics,LG,2015-05-06,1091.2,877.44,SUP00080,51,4.6,32,19.59,3843,Low
PROD-SE129,Pro Smartphone Model 892,Electronics,Samsung,2015-11-09,1342.85,1046.7,SUP00232,229,3.2,10,22.05,3656,Below Avg
PROD-SW499,Heavy Duty Coffee Maker Plus 506,Home & Garden,KitchenAid,2023-10-23,252.13,181.05,SUP00229,163,3.6,21,28.19,751,Below Avg
PROD-TP132,Regular Pants Series 132,Apparel,Zara,2020-01-18,208.27,167.41,SUP00229,444,4.3,1,19.62,2125,Low
PROD-CQ981,Ultra TV Edition 975,Electronics,Apple,2022-06-18,729.87,574.01,SUP00441,285,4.2,16,21.35,1243,Below Avg
PROD-RS365,Advanced Cooking,Books,Scholastic,2020-03-03,20.41,13.86,SUP00262,259,3.3,0,32.09,2080,Below Avg
PROD-QN386,Digital Laptop Plus 535,Electronics,Nikon,2018-03-07,393.18,307.15,SUP00473,325,4.5,16,21.88,2807,Below Avg
PROD-CC644,Pro Bicycle Max 958,Sports,Spalding,2023-08-08,668.74,512.86,SUP00484,817,4.9,10,23.31,827,Below Avg
PROD-TW609,Executive Bookshelf Max 503,Furniture,Ashley,2019-06-19,2526.46,1841.13,SUP00011,662,4.3,13,27.13,2338,Below Avg
PROD-HC647,Premium Router Series 395,Electronics,Samsung,2018-10-25,505.55,307.13,SUP00172,780,4.2,13,39.25,2575,Below Avg
PROD-ZY227,Sport Dress Model 229,Apparel,H&M,2017-11-21,300.0,224.85,SUP00128,98,3.8,2,25.05,2913,Below Avg
PROD-XV513,Classic Chair Model 451,Furniture,Crate & Barrel,2024-01-11,2844.61,2332.13,SUP00170,506,4.5,55,18.02,671,Low
PROD-JN142,Smart Camera Elite 960,Electronics,LG,2018-09-23,1036.74,659.02,SUP00184,217,3.1,18,36.43,2607,Below Avg
PROD-KL606,4K Camera Plus 730,Electronics,Asus,2015-07-13,1032.48,655.22,SUP00246,1268,3.4,21,36.54,3775,Below Avg
PROD-SX483,Regular Shoes X 665,Apparel,H&M,2017-08-06,87.25,56.86,SUP00499,46,4.1,0,34.83,3020,Below Avg
PROD-US310,Classic Sofa X 367,Furniture,Ashley,2021-11-19,2059.33,1401.46,SUP00225,680,2.6,47,31.95,1454,Below Avg
PROD-CE110,Indoor Dumbbell Set Plus 329,Sports,Callaway,2024-03-01,800.0,649.36,SUP00436,371,3.1,7,18.83,621,Low
PROD-KK319,Complete Technology,Books,Penguin,2019-05-24,42.86,36.11,SUP00496,332,4.9,0,15.75,2364,Low
PROD-SF242,4K Headphones Elite 405,Electronics,Samsung,2021-04-25,725.06,452.73,SUP00295,218,4.8,16,37.56,1662,Below Avg
