supplier_id,supplier_name,region,country,contact_email,contract_start,contract_end,on_time_delivery_rate,quality_score,total_orders_supplied,contract_end_year,contract_end_month,contract_end_day,contract_end_weekday
6233,4299,1,291,8684,2018-07-12,2022-01-18,0.0,0.45454545454545414,0.39224806201550394,2022,1,18,1
2751,270,1,291,2893,2019-09-16,2024-12-02,0.3636363636363633,0.9999999999999991,0.506201550387597,2024,12,2,0
5383,2603,0,2936,2753,2019-03-12,2023-11-14,0.9090909090909083,0.9999999999999991,0.8732558139534885,2023,11,14,1
5378,773,0,7759,8565,2018-05-10,2024-04-21,0.545454545454545,0.9090909090909092,0.06627906976744186,2024,4,21,6
2751,1432,4,733,2786,2021-03-12,2026-01-12,0.9090909090909083,0.3636363636363642,0.074031007751938,2026,1,12,0
3903,838,2,1450,5425,2018-05-10,2023-11-03,1.0,0.0,0.8302325581395349,2023,11,3,4
4573,2603,2,1736,2753,2020-07-21,2022-07-12,0.09090909090909083,0.9090909090909092,0.28449612403100777,2022,7,12,1
0,0,1,7591,2753,2020-06-09,2022-12-02,0.6363636363636367,0.0,0.08449612403100776,2022,12,2,4
7386,271,2,7472,1604,2020-09-03,2024-01-30,0.545454545454545,0.45454545454545414,0.5554263565891473,2024,1,30,1
308,2189,1,5530,8794,2018-07-03,2023-11-01,0.3636363636363633,0.9090909090909092,0.5093023255813953,2023,11,1,2
2751,2285,2,2776,5356,2020-08-12,2022-03-16,0.09090909090909083,0.6363636363636358,0.4476744186046511,2022,3,16,2
5733,2603,2,7192,1646,2020-02-03,2024-08-21,1.0,0.9999999999999991,0.6081395348837209,2024,8,21,2
1,271,0,2776,273,2020-02-10,2024-09-08,0.545454545454545,0.7272727272727266,0.03914728682170543,2024,9,8,6
4460,8446,4,6458,2350,2021-06-27,2023-06-03,0.09090909090909083,0.09090909090909083,0.5844961240310078,2023,6,3,5
5193,7860,0,5702,7568,2020-09-30,2026-01-12,1.0,0.3636363636363642,0.26007751937984497,2026,1,12,0
1197,5183,3,3256,2753,2020-08-03,2026-01-12,0.0,0.9090909090909092,0.23023255813953492,2026,1,12,0
2751,2603,4,2934,273,2020-05-18,2025-01-23,0.6363636363636367,0.8181818181818175,0.0984496124031008,2025,1,23,3
2742,1296,4,291,2753,2020-10-21,2024-09-17,0.0,0.9090909090909092,0.2895348837209302,2024,9,17,1
6270,6819,3,2776,0,2018-07-23,2022-01-01,0.3636363636363633,0.6363636363636358,0.27209302325581397,2022,1,1,5
8032,2647,1,6296,5192,2018-05-10,2021-12-01,0.9090909090909083,0.09090909090909083,0.17170542635658914,2021,12,1,2
1312,2603,4,7923,3802,2020-02-03,2025-05-31,0.0,0.0,0.8988372093023256,2025,5,31,5
308,2648,0,8538,3567,2021-05-22,2023-01-05,0.09090909090909083,0.7272727272727266,0.13449612403100775,2023,1,5,3
5187,5918,3,2775,1767,2020-01-22,2023-06-30,0.45454545454545414,0.9090909090909092,0.06395348837209303,2023,6,30,4
4818,271,2,4208,273,2020-09-20,2026-01-12,1.0,0.9090909090909092,0.13217054263565892,2026,1,12,0
4677,2602,1,2776,3920,2018-06-15,2024-01-04,1.0,0.7272727272727266,0.27635658914728684,2024,1,4,3
308,2603,1,3917,5713,2019-10-03,2022-09-14,0.0,0.2727272727272725,0.13333333333333336,2022,9,14,2
1121,8337,3,1312,642,2019-05-10,2021-12-01,0.3636363636363633,0.9999999999999991,0.9837209302325582,2021,12,1,2
4689,271,0,2775,3102,2019-05-01,2024-07-14,0.0,0.545454545454545,0.6112403100775194,2024,7,14,6
308,450,1,291,4573,2019-06-30,2022-06-02,1.0,0.45454545454545414,0.17093023255813955,2022,6,2,3
3039,2603,2,3479,2753,2020-12-03,2022-05-04,0.18181818181818166,0.9999999999999991,0.6837209302325582,2022,5,4,2
2751,3461,3,2776,1250,2021-07-22,2026-01-12,0.6363636363636367,0.6363636363636358,0.9945736434108527,2026,1,12,0
5185,4712,1,291,273,2019-12-05,2022-03-12,0.0,0.8181818181818175,0.09457364341085273,2022,3,12,5
2232,2603,4,4402,4097,2018-11-21,2025-12-17,0.545454545454545,0.9999999999999991,0.31046511627906975,2025,12,17,2
1713,1363,4,3127,3631,2019-05-08,2023-09-20,1.0,0.9090909090909092,0.0,2023,9,20,2
2751,3131,3,7462,6397,2021-07-22,2023-03-24,0.545454545454545,0.7272727272727266,0.3174418604651163,2023,3,24,4
5160,1902,0,2776,8160,2021-04-14,2025-12-21,0.545454545454545,0.9090909090909092,0.003488372093023273,2025,12,21,6
2751,2041,4,3212,0,2020-08-14,2025-01-09,0.9090909090909083,0.6363636363636358,0.5624031007751937,2025,1,9,3
3395,271,0,7857,6228,2020-03-05,2024-09-01,0.545454545454545,0.9090909090909092,0.5112403100775194,2024,9,1,6
2751,6401,3,2776,5696,2019-07-29,2023-12-14,1.0,0.7272727272727266,0.9794573643410853,2023,12,14,3
308,7068,4,6883,4764,2018-12-05,2022-03-14,0.9090909090909083,0.9999999999999991,0.04728682170542636,2022,3,14,0
2751,2603,4,4614,2753,2021-07-01,2023-11-30,0.3636363636363633,0.0,0.1286821705426357,2023,11,30,3
6,1486,0,2776,6728,2019-11-15,2023-07-25,0.0,0.45454545454545414,0.9949612403100776,2023,7,25,1
4968,2514,1,4362,0,2019-08-10,2026-01-12,0.9090909090909083,0.45454545454545414,0.04069767441860467,2026,1,12,0
308,2975,2,2723,5120,2018-12-22,2022-04-01,0.0,0.9090909090909092,0.6058139534883722,2022,4,1,4
2751,5427,0,3092,3913,2018-12-01,2022-12-25,0.0,0.3636363636363642,0.9286821705426358,2022,12,25,6
3710,1924,0,291,7300,2018-11-25,2026-01-12,1.0,0.9999999999999991,0.9941860465116279,2026,1,12,0
1264,5692,0,2762,2753,2018-08-27,2023-09-03,0.09090909090909083,0.0,0.2751937984496124,2023,9,3,6
2751,2704,4,451,4123,2018-12-14,2021-12-21,1.0,0.9999999999999991,0.348062015503876,2021,12,21,1
2751,2605,4,8225,0,2018-07-05,2026-01-12,0.545454545454545,0.6363636363636358,0.00038759689922482354,2026,1,12,0
6713,2603,2,4169,434,2020-08-05,2025-03-05,0.9090909090909083,0.9999999999999991,0.29069767441860467,2025,3,5,2
308,5637,0,2776,2753,2018-05-10,2025-05-12,0.09090909090909083,0.0,0.5023255813953489,2025,5,12,0
1830,2603,4,291,5115,2018-07-19,2022-01-04,0.0,0.45454545454545414,0.9992248062015505,2022,1,4,1
6605,2603,4,6624,8511,2019-12-06,2026-01-12,0.2727272727272725,0.0,0.187984496124031,2026,1,12,0
823,8690,2,1110,0,2019-07-21,2022-12-31,0.7272727272727266,0.9999999999999991,1.0,2022,12,31,5
2751,2731,4,7204,2983,2021-07-22,2023-04-21,0.0,0.0,0.35271317829457366,2023,4,21,4
7340,8652,3,2776,6591,2019-09-10,2023-12-20,1.0,0.9999999999999991,0.9972868217054265,2023,12,20,2
6112,7226,4,2776,2475,2020-01-06,2026-01-05,1.0,0.8181818181818175,0.22945736434108527,2026,1,5,0
2584,5758,1,3127,7364,2019-03-30,2024-06-30,1.0,0.9999999999999991,0.08333333333333337,2024,6,30,6
2052,8057,2,7628,2753,2019-02-28,2026-01-04,0.9090909090909083,0.545454545454545,0.19651162790697674,2026,1,4,6
2751,4259,4,5530,1105,2019-08-26,2026-01-12,0.0,0.6363636363636358,0.9542635658914729,2026,1,12,0
308,2191,1,4195,8608,2020-11-10,2021-12-01,1.0,0.2727272727272725,0.36085271317829454,2021,12,1,2
2751,8074,4,4048,3727,2018-07-22,2023-01-17,0.545454545454545,0.3636363636363642,0.0,2023,1,17,1
2751,2603,0,2220,2753,2018-05-10,2022-03-21,0.0,0.3636363636363642,0.6104651162790697,2022,3,21,0
5424,966,1,2776,2184,2019-07-30,2021-12-01,0.6363636363636367,0.0,0.531782945736434,2021,12,1,2
308,1735,3,6562,7615,2018-05-10,2024-11-01,1.0,0.8181818181818175,0.04496124031007753,2024,11,1,4
6739,5341,0,1414,5007,2019-04-10,2024-01-02,0.0,0.0,0.3589147286821705,2024,1,2,1
2751,3345,1,6454,1104,2018-12-25,2024-08-21,0.0,0.6363636363636358,0.04961240310077519,2024,8,21,2
2618,4994,3,1166,651,2020-07-17,2025-04-21,1.0,0.9999999999999991,0.286046511627907,2025,4,21,0
2751,0,1,291,267,2018-05-10,2024-12-12,1.0,0.8181818181818175,0.04147286821705426,2024,12,12,3
0,2603,3,3558,7500,2019-12-08,2022-05-27,1.0,0.9090909090909092,0.9961240310077519,2022,5,27,4
2620,0,2,3848,273,2018-05-10,2024-03-11,1.0,0.2727272727272725,0.18449612403100774,2024,3,11,0
4358,5966,0,291,6598,2019-02-21,2026-01-12,0.45454545454545414,0.45454545454545414,0.39496124031007757,2026,1,12,0
2751,2603,1,291,3840,2019-07-17,2025-06-20,0.545454545454545,0.9999999999999991,0.2810077519379845,2025,6,20,4
1427,0,0,2776,2753,2019-07-27,2025-01-17,0.18181818181818166,0.3636363636363642,0.11085271317829459,2025,1,17,4
2751,271,1,7193,2546,2018-12-03,2024-01-14,0.6363636363636367,0.9999999999999991,0.11744186046511629,2024,1,14,6
4268,2820,2,291,1873,2018-09-10,2023-01-07,0.9090909090909083,0.6363636363636358,0.9562015503875969,2023,1,7,5
8751,4153,1,5203,5913,2018-05-18,2022-03-01,0.3636363636363633,0.45454545454545414,0.14922480620155038,2022,3,1,1
4475,6117,1,8115,273,2020-07-18,2023-05-05,0.0,0.09090909090909083,0.06317829457364343,2023,5,5,4
2751,2603,2,2151,5233,2018-07-12,2022-03-11,0.545454545454545,0.545454545454545,0.5682170542635658,2022,3,11,4
2751,3416,4,1742,2753,2020-12-12,2024-12-01,0.0,0.8181818181818175,0.02364341085271318,2024,12,1,6
2751,3306,0,2776,0,2018-05-10,2023-06-12,0.45454545454545414,0.9090909090909092,0.9922480620155039,2023,6,12,0
7376,3020,1,7922,1105,2021-07-22,2022-03-13,0.9090909090909083,0.545454545454545,0.3581395348837209,2022,3,13,6
2722,4907,2,2498,0,2018-12-03,2024-12-05,0.0,0.9999999999999991,0.15620155038759692,2024,12,5,3
2751,1720,3,2953,3178,2019-09-22,2023-01-08,0.09090909090909083,0.9999999999999991,0.2934108527131783,2023,1,8,6
5186,271,4,3705,3018,2019-03-06,2025-08-12,0.545454545454545,0.9999999999999991,0.972093023255814,2025,8,12,1
2751,4496,4,2775,381,2020-07-05,2021-12-01,0.09090909090909083,0.2727272727272725,0.6131782945736435,2021,12,1,2
7533,4404,2,2776,4041,2018-07-02,2023-09-01,0.0,0.0,0.6112403100775194,2023,9,1,4
2544,4800,4,7476,4435,2018-05-10,2026-01-12,0.0,0.7272727272727266,0.18643410852713177,2026,1,12,0
3248,2603,0,2058,6417,2018-05-10,2022-09-21,0.0,0.0,0.6116279069767443,2022,9,21,2
6674,271,4,1804,273,2018-09-01,2025-06-30,1.0,0.9090909090909092,1.0,2025,6,30,0
2751,2603,1,5269,2225,2018-07-12,2022-08-30,0.0,0.9999999999999991,0.46511627906976744,2022,8,30,1
6707,2603,1,7751,273,2018-12-20,2021-12-01,0.0,0.2727272727272725,0.3670542635658915,2021,12,1,2
5944,7641,1,2865,676,2019-02-04,2026-01-12,0.545454545454545,0.9999999999999991,1.0,2026,1,12,0
7872,2603,1,1008,469,2020-06-21,2023-05-10,0.7272727272727266,0.7272727272727266,0.7674418604651163,2023,5,10,2
5341,2939,4,2776,0,2018-07-12,2026-01-12,0.6363636363636367,0.6363636363636358,0.08875968992248062,2026,1,12,0
8234,2603,3,291,170,2019-06-23,2023-06-28,0.3636363636363633,0.09090909090909083,0.9961240310077519,2023,6,28,2
308,270,0,8586,2753,2020-07-18,2023-08-12,0.18181818181818166,0.8181818181818175,0.7550387596899224,2023,8,12,5
2751,3053,1,7,5240,2018-12-18,2024-06-14,1.0,0.9999999999999991,0.13217054263565892,2024,6,14,4
3548,5960,2,2776,0,2021-03-10,2025-06-05,0.0,0.0,0.17364341085271318,2025,6,5,3
2751,2603,1,3928,8879,2018-05-10,2024-05-15,1.0,0.545454545454545,0.20348837209302328,2024,5,15,2
8110,271,4,556,5238,2018-11-22,2025-12-31,0.9090909090909083,0.9999999999999991,0.3058139534883721,2025,12,31,2
3483,8717,3,291,1731,2018-11-03,2026-01-12,0.6363636363636367,0.6363636363636358,0.18643410852713177,2026,1,12,0
3479,2603,4,2776,4073,2019-07-21,2022-01-18,0.09090909090909083,0.9090909090909092,0.6062015503875968,2022,1,18,1
5813,2603,1,3532,1032,2018-05-10,2026-01-12,0.7272727272727266,0.9999999999999991,0.5624031007751937,2026,1,12,0
2751,6461,4,4149,2753,2019-03-08,2025-09-01,0.0,0.9999999999999991,0.9957364341085271,2025,9,1,0
308,3218,2,6217,3281,2021-05-03,2023-02-10,0.18181818181818166,0.0,0.17364341085271318,2023,2,10,4
5554,2603,3,1544,2753,2018-05-22,2025-11-02,0.545454545454545,0.0,0.27054263565891473,2025,11,2,6
6221,2603,1,2776,7033,2019-06-12,2024-04-12,0.0,0.545454545454545,0.04379844961240309,2024,4,12,4
6259,270,0,2776,2160,2019-12-05,2026-01-12,0.3636363636363633,0.9999999999999991,0.9961240310077519,2026,1,12,0
308,2603,4,8730,2753,2020-03-01,2024-11-18,0.45454545454545414,0.9090909090909092,0.18372093023255814,2024,11,18,0
1741,33,0,6690,6227,2018-11-14,2022-05-01,0.18181818181818166,0.7272727272727266,0.6096899224806203,2022,5,1,6
4888,2603,0,7781,4560,2019-12-18,2024-02-21,0.45454545454545414,0.6363636363636358,0.09689922480620156,2024,2,21,2
8794,2383,3,2776,7993,2019-12-18,2023-09-22,0.2727272727272725,0.7272727272727266,0.08449612403100776,2023,9,22,4
2751,6075,0,4549,6711,2019-09-05,2023-02-10,0.18181818181818166,0.7272727272727266,0.03953488372093025,2023,2,10,4
278,2603,4,5205,6397,2018-11-30,2022-12-02,0.8181818181818183,0.6363636363636358,0.34031007751937986,2022,12,2,4
3608,6837,4,6559,142,2018-05-10,2024-01-11,0.545454545454545,0.6363636363636358,0.0054263565891473076,2024,1,11,3
2751,259,0,1584,4831,2021-01-11,2026-01-12,0.7272727272727266,0.8181818181818175,0.39728682170542634,2026,1,12,0
4711,3943,3,6304,2753,2018-08-03,2021-12-01,0.09090909090909083,0.9999999999999991,0.5573643410852713,2021,12,1,2
2751,3361,1,7711,2753,2018-07-05,2024-03-31,0.45454545454545414,0.8181818181818175,0.6100775193798449,2024,3,31,6
1490,7416,0,7138,2753,2019-12-18,2023-07-23,0.0,0.9090909090909092,0.04031007751937987,2023,7,23,6
7905,8197,2,2776,2207,2018-06-17,2024-09-07,0.545454545454545,0.3636363636363642,0.17519379844961241,2024,9,7,5
2141,75,1,2551,5578,2018-05-10,2026-01-12,0.6363636363636367,0.7272727272727266,0.0,2026,1,12,0
307,2603,3,2776,4959,2020-06-15,2026-01-12,1.0,0.9999999999999991,0.14341085271317833,2026,1,12,0
2751,7068,3,2983,4091,2019-09-30,2024-12-30,1.0,0.6363636363636358,0.12751937984496126,2024,12,30,0
2890,6721,1,2776,3698,2021-07-03,2025-05-21,1.0,0.7272727272727266,0.40077519379844967,2025,5,21,2
2962,3356,0,8186,273,2019-11-18,2023-03-03,0.7272727272727266,0.6363636363636358,0.3918604651162791,2023,3,3,4
8624,7632,4,5234,1705,2021-07-22,2023-06-21,1.0,0.09090909090909083,0.8612403100775194,2023,6,21,2
6919,5655,0,8399,3038,2021-03-01,2024-09-01,1.0,0.9999999999999991,0.8879844961240311,2024,9,1,6
1,1659,4,7968,273,2019-07-12,2022-12-01,0.3636363636363633,0.9999999999999991,0.6069767441860465,2022,12,1,3
2751,8667,1,2775,6021,2019-10-10,2022-05-11,0.0,0.9999999999999991,0.0,2022,5,11,2
0,2603,1,8916,4330,2018-09-03,2024-08-15,0.0,0.45454545454545414,0.29457364341085274,2024,8,15,3
373,2086,1,271,7496,2018-11-10,2026-01-12,0.0,0.7272727272727266,0.3248062015503876,2026,1,12,0
5571,7416,3,8589,735,2018-06-20,2023-06-20,0.09090909090909083,0.9090909090909092,0.17906976744186048,2023,6,20,1
2751,3742,4,33,4929,2020-09-20,2024-01-04,1.0,0.45454545454545414,0.05387596899224806,2024,1,4,3
3854,6885,1,7783,5122,2018-08-08,2023-11-04,0.545454545454545,0.3636363636363642,0.39999999999999997,2023,11,4,5
7964,2849,3,4429,8658,2019-05-14,2024-07-03,1.0,0.6363636363636358,0.3937984496124031,2024,7,3,2
3962,271,1,1385,3583,2018-05-10,2022-12-31,0.3636363636363633,0.45454545454545414,0.07480620155038759,2022,12,31,5
307,5342,4,7581,2753,2021-07-22,2022-12-31,1.0,0.18181818181818166,0.04496124031007753,2022,12,31,5
2751,8689,0,2776,2753,2020-11-12,2025-12-14,0.9090909090909083,0.9999999999999991,0.06937984496124033,2025,12,14,6
6302,2603,1,2776,5305,2018-12-02,2023-06-16,0.0,0.7272727272727266,0.3217054263565891,2023,6,16,4
2751,2603,0,2776,2475,2020-02-21,2024-05-14,1.0,0.45454545454545414,0.9961240310077519,2024,5,14,1
1367,922,0,2776,3496,2018-07-18,2021-12-12,0.18181818181818166,0.8181818181818175,0.30891472868217057,2021,12,12,6
6888,8103,1,0,2753,2021-07-22,2025-12-12,1.0,0.9999999999999991,0.31860465116279074,2025,12,12,4
6089,7382,4,8407,273,2020-07-14,2021-12-12,0.45454545454545414,0.3636363636363642,0.06317829457364343,2021,12,12,6
308,2603,0,8204,273,2019-08-26,2026-01-12,1.0,0.545454545454545,0.12829457364341085,2026,1,12,0
308,0,1,2323,2753,2021-07-22,2022-01-17,0.09090909090909083,0.9999999999999991,0.19147286821705428,2022,1,17,0
4569,3119,1,2776,122,2018-05-10,2024-12-14,1.0,0.7272727272727266,0.9922480620155039,2024,12,14,5
2751,271,4,291,4639,2020-04-12,2026-01-12,0.9090909090909083,0.9999999999999991,1.0,2026,1,12,0
2751,7354,4,2776,7564,2018-09-01,2026-01-12,1.0,0.45454545454545414,0.3713178294573643,2026,1,12,0
3967,8348,4,6816,6075,2020-07-08,2024-01-08,0.45454545454545414,0.6363636363636358,0.13449612403100775,2024,1,8,0
2751,7611,4,2337,4655,2020-12-01,2024-12-23,0.09090909090909083,0.18181818181818166,0.31782945736434115,2024,12,23,0
7466,5770,4,7694,4732,2018-05-10,2026-01-12,0.0,0.0,0.6093023255813954,2026,1,12,0
3054,1564,3,5389,788,2019-11-22,2024-06-20,0.3636363636363633,0.545454545454545,0.3027131782945736,2024,6,20,3
4901,8305,1,5367,0,2021-07-12,2023-09-22,0.3636363636363633,0.9999999999999991,0.15465116279069768,2023,9,22,4
308,4495,0,7409,4512,2018-05-10,2023-05-11,1.0,0.45454545454545414,0.9922480620155039,2023,5,11,3
3857,5974,1,6409,7203,2020-09-01,2022-01-15,0.545454545454545,0.09090909090909083,0.08333333333333337,2022,1,15,5
2751,3253,1,8677,3534,2019-09-12,2026-01-12,0.3636363636363633,0.0,0.1418604651162791,2026,1,12,0
111,6715,1,8569,7994,2019-11-12,2021-12-01,0.9090909090909083,0.9090909090909092,0.17790697674418604,2021,12,1,2
5087,8941,2,2776,272,2019-05-29,2025-01-02,1.0,0.0,0.9965116279069768,2025,1,2,3
2751,0,1,5492,5341,2019-02-25,2022-03-10,0.0,0.0,0.18604651162790697,2022,3,10,3
8190,2603,2,2776,2752,2018-06-10,2023-01-05,1.0,0.9090909090909092,0.2961240310077519,2023,1,5,3
8564,7329,0,291,8449,2020-12-15,2024-01-06,0.0,0.9999999999999991,0.8864341085271319,2024,1,6,5
2751,6603,3,4576,2455,2019-07-01,2024-09-01,0.0,0.2727272727272725,0.07170542635658916,2024,9,1,6
6551,2603,1,2776,4566,2020-12-14,2022-06-18,0.09090909090909083,0.9090909090909092,0.08217054263565893,2022,6,18,5
1477,4575,1,291,9049,2020-05-21,2024-12-14,0.09090909090909083,0.8181818181818175,0.0,2024,12,14,5
4584,2603,0,3256,8330,2020-11-22,2022-03-01,0.545454545454545,0.09090909090909083,0.32441860465116285,2022,3,1,1
0,7014,1,8589,5111,2018-05-10,2023-04-01,0.45454545454545414,0.3636363636363642,1.0,2023,4,1,5
2751,5094,1,5471,6035,2019-06-01,2024-11-12,0.0,0.545454545454545,0.48992248062015503,2024,11,12,1
8751,2603,1,291,1105,2020-01-18,2021-12-01,0.0,0.9999999999999991,0.08488372093023255,2021,12,1,2
6373,4642,2,4608,0,2018-07-10,2025-05-08,0.09090909090909083,0.545454545454545,0.6120155038759689,2025,5,8,3
6730,3762,0,5796,8902,2021-07-22,2022-11-01,0.545454545454545,0.45454545454545414,0.18372093023255814,2022,11,1,1
6075,4958,1,5672,5574,2020-05-05,2026-01-12,1.0,0.9090909090909092,0.6046511627906976,2026,1,12,0
0,2603,1,8573,4802,2019-10-30,2023-07-20,0.3636363636363633,0.9999999999999991,0.5011627906976743,2023,7,20,3
7254,3869,1,2776,4522,2019-07-21,2025-09-28,0.9090909090909083,0.545454545454545,0.3562015503875969,2025,9,28,6
0,2603,1,4040,2183,2018-06-20,2024-07-29,0.3636363636363633,0.9090909090909092,0.21627906976744188,2024,7,29,0
2751,7956,3,3486,198,2018-05-10,2026-01-12,0.8181818181818183,0.545454545454545,0.27209302325581397,2026,1,12,0
4685,2649,3,2776,2752,2019-06-10,2022-03-30,0.18181818181818166,0.09090909090909083,0.05193798449612402,2022,3,30,2
388,4889,4,670,714,2020-07-15,2024-12-01,0.9090909090909083,0.6363636363636358,0.18565891472868218,2024,12,1,6
6727,5955,1,3941,2753,2019-09-14,2021-12-01,0.545454545454545,0.9090909090909092,0.046124031007751976,2021,12,1,2
308,7972,4,291,2753,2018-12-18,2022-06-13,0.0,0.7272727272727266,0.14457364341085271,2022,6,13,0
1581,10,1,5530,2753,2019-05-26,2025-08-28,0.6363636363636367,0.7272727272727266,0.8748062015503877,2025,8,28,3
2751,271,3,2776,7098,2019-05-04,2021-12-01,0.0,0.9999999999999991,0.9972868217054265,2021,12,1,2
106,1965,1,0,6135,2019-03-14,2025-09-29,1.0,0.09090909090909083,0.04767441860465116,2025,9,29,0
2750,3584,1,2776,3519,2019-09-17,2024-11-20,1.0,0.7272727272727266,0.15155038759689926,2024,11,20,2
123,7507,0,2776,6778,2018-11-12,2024-06-11,0.0,0.8181818181818175,0.6073643410852714,2024,6,11,1
308,520,4,0,8936,2018-08-03,2023-04-12,0.45454545454545414,0.9999999999999991,0.5430232558139534,2023,4,12,2
1833,7586,1,5556,273,2021-05-10,2026-01-12,0.3636363636363633,0.18181818181818166,0.9368217054263566,2026,1,12,0
3039,4712,2,4458,6887,2018-11-25,2022-09-17,0.6363636363636367,0.9999999999999991,0.1658914728682171,2022,9,17,5
4947,8022,0,6145,7994,2019-12-30,2023-10-20,0.18181818181818166,0.9999999999999991,0.28217054263565894,2023,10,20,4
308,6561,1,7590,2753,2018-11-03,2024-11-14,1.0,0.9090909090909092,0.1786821705426357,2024,11,14,3
2776,4298,2,6871,2753,2021-02-05,2026-01-12,0.545454545454545,0.9999999999999991,0.18914728682170545,2026,1,12,0
8370,1477,4,5367,5263,2021-02-22,2023-05-30,0.545454545454545,0.9999999999999991,0.39728682170542634,2023,5,30,1
8008,1741,3,5531,2753,2018-05-10,2024-12-10,1.0,0.8181818181818175,0.5189922480620155,2024,12,10,1
4684,0,0,8151,5446,2021-06-20,2022-04-14,1.0,0.0,0.6104651162790697,2022,4,14,3
308,271,3,5008,8876,2018-12-22,2021-12-17,0.545454545454545,0.545454545454545,0.08217054263565893,2021,12,17,4
2751,7422,2,2776,273,2020-09-10,2023-03-10,0.9090909090909083,0.9090909090909092,0.09457364341085273,2023,3,10,4
308,937,0,291,273,2020-11-28,2025-07-29,1.0,0.9999999999999991,0.13720930232558143,2025,7,29,1
914,3662,1,6579,2753,2020-07-01,2022-09-07,0.09090909090909083,0.7272727272727266,0.3992248062015504,2022,9,7,2
294,3476,3,4201,4567,2020-01-20,2022-01-09,0.3636363636363633,0.6363636363636358,0.12519379844961243,2022,1,9,6
2751,1465,3,8399,273,2020-08-22,2022-02-28,0.09090909090909083,0.6363636363636358,0.2736434108527132,2022,2,28,0
2751,2603,4,1087,2753,2019-07-05,2024-11-01,0.0,0.18181818181818166,0.19302325581395352,2024,11,1,4
6575,4152,2,1516,4855,2019-07-22,2026-01-12,1.0,0.3636363636363642,0.010077519379844968,2026,1,12,0
2751,892,0,2776,0,2018-07-14,2024-01-10,0.8181818181818183,0.0,0.007751937984496138,2024,1,10,2
4570,4774,4,5791,7547,2019-07-13,2024-05-30,0.0,0.3636363636363642,0.49496124031007754,2024,5,30,3
2751,1658,1,4556,4014,2019-12-10,2023-12-20,0.45454545454545414,0.3636363636363642,0.033333333333333354,2023,12,20,2
0,2603,4,6366,1768,2019-11-02,2024-03-12,0.0,0.9999999999999991,0.5104651162790699,2024,3,12,1
2751,3984,0,292,8725,2020-05-10,2025-01-13,0.0,0.545454545454545,0.17635658914728686,2025,1,13,0
7642,2603,1,6960,3940,2018-09-30,2025-09-19,0.0,0.2727272727272725,0.4325581395348837,2025,9,19,4
4570,450,4,0,2753,2018-07-10,2024-12-01,0.6363636363636367,0.9090909090909092,0.02984496124031008,2024,12,1,6
1925,4988,1,6872,5306,2020-12-04,2025-02-12,0.3636363636363633,0.6363636363636358,0.9961240310077519,2025,2,12,2
2751,2597,1,291,0,2019-06-01,2021-12-01,0.3636363636363633,0.2727272727272725,0.12403100775193798,2021,12,1,2
308,271,4,760,7934,2021-07-21,2023-04-18,0.0,0.9999999999999991,0.1786821705426357,2023,4,18,1
7466,2603,1,8719,8501,2021-02-12,2026-01-12,1.0,0.3636363636363642,0.0,2026,1,12,0
2736,4214,1,290,8263,2018-05-10,2025-01-20,1.0,0.9090909090909092,0.2527131782945737,2025,1,20,0
2751,1642,3,6347,5886,2018-09-14,2022-05-01,0.6363636363636367,0.9999999999999991,0.5178294573643412,2022,5,1,6
3696,2603,1,2776,8155,2018-07-19,2022-07-02,0.0,0.9999999999999991,0.5034883720930232,2022,7,2,5
6346,4495,1,5254,273,2020-03-20,2024-01-12,0.09090909090909083,0.9090909090909092,0.9968992248062016,2024,1,12,4
6967,1987,3,2776,2414,2021-07-22,2021-12-01,0.6363636363636367,0.9999999999999991,0.004651162790697688,2021,12,1,2
2751,8904,0,2776,4820,2021-01-14,2022-01-18,1.0,0.9999999999999991,0.07868217054263565,2022,1,18,1
2926,8602,2,8153,7420,2020-03-09,2026-01-08,0.0,0.3636363636363642,0.11434108527131787,2026,1,8,3
6342,5958,3,7192,7193,2020-07-04,2026-01-12,0.3636363636363633,0.2727272727272725,0.25232558139534883,2026,1,12,0
5142,7023,1,2570,2753,2019-09-12,2021-12-01,1.0,0.3636363636363642,0.5166666666666666,2021,12,1,2
5479,663,3,6891,943,2020-03-10,2026-01-12,0.7272727272727266,0.0,0.18527131782945738,2026,1,12,0
4447,6792,3,2776,840,2020-11-08,2024-12-11,0.0,0.6363636363636358,0.9988372093023257,2024,12,11,2
9006,3811,2,2339,6035,2019-12-15,2024-12-21,0.09090909090909083,0.9999999999999991,0.3387596899224807,2024,12,21,5
2751,4503,1,2776,8708,2021-07-22,2021-12-01,0.545454545454545,0.8181818181818175,0.2941860465116279,2021,12,1,2
4789,6714,1,1375,7153,2019-09-01,2025-03-09,0.9090909090909083,0.0,0.2949612403100775,2025,3,9,6
8491,6249,2,3256,273,2020-07-14,2021-12-01,0.18181818181818166,0.0,0.15930232558139534,2021,12,1,2
2266,2603,3,291,1588,2018-05-10,2026-01-12,0.6363636363636367,0.45454545454545414,0.5135658914728682,2026,1,12,0
469,5023,0,8821,5885,2020-11-20,2024-12-19,0.09090909090909083,0.8181818181818175,0.6050387596899225,2024,12,19,3
2751,3376,4,291,3451,2020-12-13,2025-07-09,0.7272727272727266,0.7272727272727266,0.6058139534883722,2025,7,9,2
