product_id,product_name,product_category,brand,launch_date,price,cost,supplier_id,stock_quantity,rating,warranty_period,launch_date_year,launch_date_month,launch_date_day,launch_date_weekday
11743,9241,3,15,2015-12-13,0.3121278208797705,0.2736420173157789,477,0.10554182845040594,0.7435897435897436,0.48333333333333334,2015,12,13,6
4451,3605,5,9,2022-12-26,0.13987088327728034,0.1289911454297279,382,0.13660430638898693,0.9230769230769231,0.11666666666666667,2022,12,26,0
17194,9958,5,49,2017-09-13,0.11380373323002213,0.10914211762299433,388,0.27038475114719374,0.6923076923076923,0.1,2017,9,13,2
16048,8360,5,0,2015-02-09,0.06979183017777763,0.05449238648566787,67,0.3240381221320155,0.7948717948717949,0.11666666666666667,2015,2,9,0
5171,5114,2,13,2015-03-11,0.3452753499276933,0.2865167434377446,286,0.07447935051182492,0.7692307692307692,0.3833333333333333,2015,3,11,2
9109,14507,0,57,2017-05-04,0.0898874152942866,0.06868487406527442,36,0.11895517119661136,0.9230769230769231,0.03333333333333333,2017,5,4,3
17363,370,2,25,2019-11-07,0.14490730381171535,0.14236544082070968,494,0.14542887398517473,0.7435897435897436,0.1,2019,11,7,3
7930,14792,2,46,2016-04-16,0.36841349413363883,0.3274145520201086,332,0.16625485351217792,0.7948717948717949,0.3,2016,4,16,5
13781,9617,5,0,2023-12-01,0.14383856735878486,0.11038514037109734,49,0.031768443346276036,0.7948717948717949,0.2,2023,12,1,4
5357,17070,2,19,2017-10-21,0.45066946319371853,0.3557326557023668,293,0.18637486763148606,0.6923076923076923,0.43333333333333335,2017,10,21,5
11643,5467,4,4,2018-11-17,0.12218663478269583,0.10223075379888993,273,0.2626191316625485,0.6923076923076923,0.16666666666666666,2018,11,17,5
2105,3536,5,31,2017-02-01,0.05635580908359189,0.04376541485884218,326,0.17119661136604306,0.8461538461538463,0.15,2017,2,1,2
17256,541,2,25,2015-01-31,0.3263954525263928,0.2714352585762669,375,0.0861277797387928,0.8461538461538463,0.4,2015,1,31,5
4361,3888,1,54,2021-05-27,0.010470277437303577,0.009601957367466631,80,0.12072008471584893,0.8461538461538463,0.0,2021,5,27,3
11950,627,1,34,2022-12-18,0.015990969176972736,0.012139139875461705,7,0.14966466643134488,0.8205128205128205,0.0,2022,12,18,6
11668,6733,3,53,2020-10-17,0.741359098787986,0.5460921488952438,443,0.01623720437698553,0.6410256410256412,0.6833333333333333,2020,10,17,5
14579,5530,4,37,2023-07-26,0.10705065476806748,0.08685031409926086,473,0.24038122132015532,0.7179487179487178,0.3833333333333333,2023,7,26,2
6053,17036,2,1,2021-03-24,0.37691662853726715,0.30249509281367637,313,0.1902576773738087,0.7179487179487178,0.15,2021,3,24,2
7767,6382,1,21,2020-12-30,0.007063679993587582,0.0049681573761205895,166,0.14966466643134488,0.9230769230769231,0.0,2020,12,30,2
16468,6394,4,4,2022-06-06,0.08848803850123071,0.07820815910691174,194,0.03282739145781857,0.7435897435897436,0.3833333333333333,2022,6,6,0
5737,1914,3,52,2016-07-12,0.7623998477050553,0.6184313524952895,199,0.04024002823861631,0.7179487179487178,1.0,2016,7,12,1
9607,1460,3,23,2019-01-10,0.1698389213777349,0.1527029844346803,462,0.08753971055418285,0.7435897435897436,0.8,2019,1,10,3
13914,5581,4,33,2017-09-04,0.12989155664804172,0.11567585428311808,303,0.19555241793152137,0.8974358974358974,0.26666666666666666,2017,9,4,0
1859,5104,2,27,2023-02-23,0.666019858459216,0.5677231048820112,472,0.0889516413695729,0.6923076923076923,0.4666666666666667,2023,2,23,3
12426,9434,3,40,2024-06-13,0.20084229791696584,0.1655029718471082,454,0.06212495587716202,0.6923076923076923,0.6,2024,6,13,3
13126,15037,2,19,2023-03-09,0.2821831613892238,0.2645396292173284,189,0.1846099541122485,0.8205128205128205,0.5,2023,3,9,3
15308,3014,4,14,2019-04-03,0.0709707800774166,0.0640825430042601,23,0.06741969643487469,0.4102564102564103,0.31666666666666665,2019,4,3,2
14649,8730,3,26,2023-07-30,0.33213323135806344,0.3325990582922598,67,0.07589128132721497,0.8205128205128205,0.8166666666666667,2023,7,30,6
2481,7154,0,18,2022-05-29,0.023134804404530106,0.017241040205492112,396,0.052947405577126724,0.43589743589743585,0.03333333333333333,2022,5,29,6
2815,17716,2,46,2020-12-07,0.23369592444033277,0.19749507314559492,227,0.032474408753971055,0.9230769230769231,0.1,2020,12,7,0
19234,9179,3,52,2019-05-19,1.0,0.8710521243494782,353,0.09142252029650547,0.9743589743589745,0.6833333333333333,2019,5,19,6
16610,15610,0,18,2015-09-12,0.06147906445482751,0.0558691521876807,43,0.2368513942816802,0.8717948717948718,0.0,2015,9,12,5
1788,1824,0,28,2020-07-16,0.05122587410952544,0.03686978549990363,227,0.060007059654076954,0.7692307692307692,0.06666666666666667,2020,7,16,3
9940,13416,0,50,2023-07-18,0.05286237680307528,0.04518151672376966,251,0.10342393222732087,0.6666666666666667,0.1,2023,7,18,1
13922,11588,2,8,2023-05-09,0.24372868789221794,0.22379129805404,384,0.18884574655841865,0.7948717948717949,0.15,2023,5,9,1
19074,11880,2,1,2023-07-30,0.666019858459216,0.5570158013366427,135,0.09036357218496294,0.8461538461538463,0.48333333333333334,2023,7,30,6
12975,15237,2,13,2021-09-22,0.38704958603161455,0.31056687344376305,74,0.30427109071655484,0.5897435897435899,0.5,2021,9,22,2
12834,17249,3,22,2015-11-15,1.0,0.9823891998631101,128,0.08365690081186022,0.6410256410256412,0.4166666666666667,2015,11,15,6
15059,11291,0,28,2023-01-15,0.045124056923575316,0.04547260432933809,115,0.1570773032121426,0.15384615384615385,0.06666666666666667,2023,1,15,6
10215,15182,2,8,2024-02-14,0.3131331011058082,0.26616814636199493,36,0.06212495587716202,0.7692307692307692,0.45,2024,2,14,2
15848,8024,4,5,2015-04-05,0.09540810703395576,0.08557188880453466,12,0.015531238969290503,0.8461538461538463,0.15,2015,4,5,6
2199,2995,3,23,2018-08-03,0.43126521697019893,0.34703543008193716,106,0.0737733851041299,0.7692307692307692,0.23333333333333334,2018,8,3,4
5793,1372,0,0,2019-01-22,0.048116518991780745,0.045334927759136806,458,0.1602541475467702,0.8461538461538463,0.05,2019,1,22,1
11217,16092,1,34,2024-06-12,0.0064524963345679465,0.004751808480090001,305,0.1779032827391458,0.6666666666666667,0.0,2024,6,12,2
2243,15881,0,50,2021-03-17,0.038527949128144834,0.036562963429169336,126,0.37451464878220964,0.7948717948717949,0.03333333333333333,2021,3,17,2
9929,11637,2,3,2021-04-01,0.49576012210313974,0.39630790774883073,468,0.1966113660430639,0.9743589743589745,0.43333333333333335,2021,4,1,3
18899,702,5,55,2024-05-28,0.12940060583997676,0.11730830504407616,83,0.08683374514648783,0.7692307692307692,0.18333333333333332,2024,5,28,1
9934,12883,4,41,2016-03-09,0.10360063990595118,0.07921516487752685,402,0.28626897282033176,0.7179487179487178,0.1,2016,3,9,2
10062,12851,4,4,2020-06-03,0.06740053236434561,0.05571967476860502,107,0.16131309565831276,0.6923076923076923,0.3333333333333333,2020,6,3,2
5749,887,5,49,2022-01-25,0.17920372454653846,0.14127582910797382,362,0.09001058948111543,0.9230769230769231,0.08333333333333333,2022,1,25,1
17246,10225,5,0,2022-03-11,0.18056970332544028,0.174235600014161,92,0.26579597599717614,0.6923076923076923,0.08333333333333333,2022,3,11,4
18394,12167,5,12,2021-12-01,0.13168836980953114,0.12154874340627567,121,0.14472290857747971,0.7435897435897436,0.1,2021,12,1,2
15561,17738,2,13,2023-02-27,0.5792918953039051,0.5359748877935954,213,0.41510765972467345,0.6410256410256412,0.21666666666666667,2023,2,27,0
3809,5641,4,11,2022-05-26,0.12066034553585442,0.08960384550328652,123,0.37204376985527704,0.8717948717948718,0.31666666666666665,2022,5,26,3
5859,11784,4,11,2021-01-11,0.044576329491448435,0.03241693185796498,239,0.08542181433109777,0.8205128205128205,0.23333333333333334,2021,1,11,0
16804,2578,0,0,2023-10-02,0.0704197128438743,0.0688225506354757,385,0.11789622308506884,0.7179487179487178,0.016666666666666666,2023,10,2,0
6892,6213,1,54,2019-07-20,0.0028354914016812563,0.0023759042400450002,489,0.1415460642428521,0.5384615384615385,0.0,2019,7,20,5
2955,9689,5,47,2016-05-24,0.13275710626246165,0.11835858059389738,493,0.0861277797387928,0.7692307692307692,0.08333333333333333,2016,5,24,1
6271,6244,1,21,2023-03-09,0.0014127359987175163,0.0015852473654604886,183,0.0063536886692552065,0.9487179487179487,0.0,2023,3,9,3
8219,11156,2,46,2019-03-29,0.4314789642607851,0.3374531407959279,168,0.14295799505824214,0.6666666666666667,0.3,2019,3,29,4
1571,15167,2,1,2021-11-04,0.6466857480654199,0.4927208430526436,288,0.049064595834804096,0.8974358974358974,0.3,2021,11,4,3
9350,11452,2,46,2017-05-27,0.26904104281959396,0.21902375510878414,317,0.08789269325803035,0.8461538461538463,0.2833333333333333,2017,5,27,5
11909,895,5,49,2016-11-08,0.21186698238922713,0.17349214653507405,473,0.3791034239322273,0.43589743589743585,0.11666666666666667,2016,11,8,1
14735,9184,3,2,2020-04-24,0.6064344614069247,0.4300111321341048,196,0.12142605012354395,0.512820512820513,0.2833333333333333,2020,4,24,4
4276,14602,0,39,2022-08-01,0.02723942034406634,0.021402806241862332,124,0.02364984115778327,0.8205128205128205,0.016666666666666666,2022,8,1,0
2404,830,5,48,2018-02-20,0.14540493422261114,0.11672219621664784,360,0.056830215319449345,0.8974358974358974,0.08333333333333333,2018,2,20,1
2168,6155,4,44,2023-09-28,0.14682434982415946,0.1366616971980851,337,0.37098482174373454,0.6153846153846154,0.18333333333333332,2023,9,28,3
12405,15475,4,24,2023-01-11,0.10065159525614606,0.09938281560386909,132,0.14331097776208965,0.9487179487179487,0.35,2023,1,11,2
14176,3555,5,49,2017-02-06,0.10338355281394968,0.0808830181851081,158,0.02364984115778327,0.8205128205128205,0.2,2017,2,6,0
17703,3411,3,22,2023-10-24,0.7257355077667081,0.6157918959637163,116,0.3762795623014472,0.6153846153846154,0.21666666666666667,2023,10,24,1
3637,17513,2,27,2015-06-06,0.39526215771210244,0.3457334030894622,402,0.09354041651959054,0.8974358974358974,0.43333333333333335,2015,6,6,5
14231,10314,1,21,2016-05-30,0.00963198728203621,0.008972578760832194,109,0.052594422873279215,0.9230769230769231,0.0,2016,5,30,0
8234,12817,5,31,2019-10-24,0.26524368861027525,0.22138785849995474,95,0.14648782209671726,0.9487179487179487,0.16666666666666666,2019,10,24,3
9806,17654,2,25,2015-05-27,0.24574592794712427,0.21732443287087114,472,0.02329685845393576,0.7948717948717949,0.55,2015,5,27,2
1892,11265,0,39,2017-03-16,0.05020055507499524,0.042774143553392936,372,0.3607483233321567,0.7435897435897436,0.05,2017,3,16,3
4932,10251,5,12,2017-11-20,0.26524368861027525,0.19610650659470769,190,0.24073420402400283,0.7179487179487178,0.06666666666666667,2017,11,20,0
15072,8699,1,7,2019-07-03,0.013385924072954622,0.011438956175580894,238,0.039181080127073775,0.7435897435897436,0.0,2019,7,3,2
7155,10041,5,6,2019-02-10,0.06776457071862507,0.05513749955746816,160,0.1757853865160607,0.9743589743589745,0.18333333333333332,2019,2,10,6
6419,16519,2,3,2020-08-31,0.34055955032913743,0.29520610182559126,377,0.039181080127073775,0.7948717948717949,0.25,2020,8,31,0
3540,15959,0,50,2024-09-21,0.022603775979480257,0.015797403026524375,485,0.05012354394634663,0.5384615384615385,0.016666666666666666,2024,9,21,5
10251,8348,5,9,2022-01-30,0.138795467221519,0.10236056313650828,305,0.3265090010589481,0.6923076923076923,0.2,2022,1,30,6
9447,2893,3,52,2024-08-14,1.0,0.7237539286992711,480,0.1874338157430286,0.9230769230769231,0.5333333333333333,2024,8,14,2
2874,13082,4,41,2016-11-11,0.08713207912657513,0.07325573619595702,75,0.035651253088598664,0.7692307692307692,0.2833333333333333,2016,11,11,4
608,12493,2,46,2022-11-15,0.3053981210277237,0.24152010667967383,46,0.12001411930815391,0.6410256410256412,0.5333333333333333,2022,11,15,1
1218,16621,2,1,2022-11-20,0.3646094603214893,0.34057249851505983,146,0.215319449346982,0.8205128205128205,0.3,2022,11,20,6
18733,9976,5,6,2019-09-01,0.0889121932809875,0.07670551768357203,109,0.06847864454641722,0.5641025641025641,0.15,2019,9,1,6
10995,7420,2,13,2019-03-27,0.211963836630274,0.18654781900644718,163,0.12460289445817155,0.8461538461538463,0.15,2019,3,27,2
16768,618,1,34,2016-03-14,0.0051366145768972585,0.0038195414190127404,272,0.12530885986586657,0.8974358974358974,0.0,2016,3,14,0
483,10386,0,16,2015-02-26,0.08739926323980776,0.08261774296964428,290,0.2029650547123191,0.7692307692307692,0.1,2015,2,26,3
9852,17838,2,1,2016-06-02,0.2194750500135262,0.16787100885457024,495,0.28873985174726435,0.7179487179487178,0.55,2016,6,2,3
17672,16961,2,25,2023-09-21,0.21080826534054284,0.17825968948032994,451,0.19837627956230144,0.6923076923076923,0.3,2023,9,21,3
3423,17528,2,1,2019-10-31,0.29653094826981585,0.2896951054012485,114,0.12424991175432404,0.9743589743589745,0.35,2019,10,31,3
11557,10377,0,28,2020-02-01,0.04448949465464783,0.044827491257537794,216,0.11048358630427109,0.8205128205128205,0.0,2020,2,1,5
14587,4132,3,10,2019-03-27,0.4777786312825839,0.36486651273114906,418,0.11895517119661136,0.4102564102564103,0.31666666666666665,2019,3,27,2
11149,16262,5,49,2020-12-05,0.107104091590714,0.10187672833265804,310,0.1687257324391105,0.5897435897435899,0.18333333333333332,2020,12,5,5
5421,3894,1,45,2023-12-25,0.010166355508501465,0.008846703039505308,184,0.09354041651959054,0.8717948717948718,0.0,2023,12,25,0
7288,4051,3,23,2022-01-16,0.2536645971030563,0.23550560737002343,169,0.04341687257324391,0.8717948717948718,0.3833333333333333,2022,1,16,6
11350,3266,4,11,2016-10-04,0.11784155314125021,0.10173905176245678,344,0.293328626897282,0.7435897435897436,0.15,2016,10,4,1
1585,4002,3,40,2023-03-27,0.4202973091219996,0.3005951561448987,40,0.031768443346276036,0.8205128205128205,0.9333333333333333,2023,3,27,0
16342,15690,0,16,2016-06-11,0.04825679065122788,0.04627112843650553,493,0.25661842569714083,0.7179487179487178,0.08333333333333333,2016,6,11,5
2923,9310,3,53,2015-12-12,0.6558969203691148,0.558294226631369,94,0.11719025767737382,0.43589743589743585,0.26666666666666666,2015,12,12,5
18050,7385,2,27,2023-08-18,0.201236394483984,0.16384298577210987,358,0.07730321214260502,0.7435897435897436,0.5833333333333334,2023,8,18,4
3857,11069,0,51,2016-06-16,0.0814544167203818,0.06842132177374625,136,0.07730321214260502,0.8461538461538463,0.0,2016,6,16,3
12917,16508,2,25,2019-12-23,0.16955837805884064,0.12872759313819973,406,0.2897987998588069,0.9487179487179487,0.36666666666666664,2019,12,23,0
16652,9850,5,48,2017-03-18,0.08990077449994822,0.06834658306420842,369,0.02435580656547829,0.7179487179487178,0.18333333333333332,2017,3,18,5
3190,11665,2,13,2018-10-30,0.30655369231745483,0.278944532076674,387,0.1542534415813625,0.6666666666666667,0.11666666666666667,2018,10,30,1
1124,11697,4,30,2023-02-18,0.16321609517098112,0.1220325782101259,12,0.6667843275679491,0.6666666666666667,0.18333333333333332,2023,2,18,5
2751,4956,2,25,2015-12-16,0.20326699374455193,0.14363599888285297,99,0.09707024355806565,0.5897435897435899,0.5333333333333333,2015,12,16,2
14537,3234,4,4,2022-10-14,0.16504964614804005,0.11870473882754633,444,0.06953759265795977,0.512820512820513,0.35,2022,10,14,4
13185,16456,5,49,2015-06-08,0.26524368861027525,0.251617699699865,308,0.43205082950935403,0.9487179487179487,0.08333333333333333,2015,6,8,0
15120,18037,2,8,2022-07-23,0.3072784292245983,0.2876378240808122,221,0.2368513942816802,0.8974358974358974,0.3333333333333333,2022,7,23,5
2342,9596,5,31,2024-05-30,0.11899044482815051,0.11920037448027093,54,0.08506883162725026,0.358974358974359,0.06666666666666667,2024,5,30,3
5885,1925,3,2,2023-11-06,0.639889252185065,0.5629712964019212,100,0.08400988351570773,0.7435897435897436,0.85,2023,11,6,0
18839,6347,4,14,2021-11-12,0.06881326836306313,0.0653255657523631,480,0.15248852806212496,0.512820512820513,0.16666666666666666,2021,11,12,4
16695,10894,4,14,2020-03-19,0.09152057818642102,0.06961714112635167,243,0.12177903282739146,0.6923076923076923,0.1,2020,3,19,3
5123,15342,2,13,2018-11-15,0.352389126942512,0.2615107446729001,310,0.18284504059301093,0.6666666666666667,0.3833333333333333,2018,11,15,3
15710,16282,5,48,2016-01-31,0.18528884272541155,0.13587104032350059,36,0.06953759265795977,0.8717948717948718,0.11666666666666667,2016,1,31,6
3122,10013,5,9,2020-03-04,0.22431776206586757,0.15839886082472196,319,0.30321214260501234,0.8461538461538463,0.05,2020,3,4,2
306,3439,4,33,2019-07-29,0.06529645747263867,0.05781235863566453,420,0.04129897635015885,0.6923076923076923,0.36666666666666664,2019,7,29,0
2694,8962,3,40,2016-08-15,0.4112631462933214,0.3476097380604911,324,0.2220261207200847,0.4102564102564103,0.9666666666666667,2016,8,15,0
2362,952,5,47,2016-09-11,0.1059051028825826,0.08559942411857492,195,0.07659724673490999,0.5897435897435899,0.08333333333333333,2016,9,11,6
9677,16333,5,9,2021-03-31,0.10791232353324272,0.08285769356342365,367,0.24744087539710555,0.7435897435897436,0.05,2021,3,31,2
3931,7236,0,17,2023-02-06,0.05792551574883357,0.048965655596159216,37,0.2244969996470173,0.7948717948717949,0.016666666666666666,2023,2,6,0
4244,13915,3,23,2016-08-14,0.25501721667629645,0.23868790294981884,293,0.12424991175432404,0.9487179487179487,0.7166666666666667,2016,8,14,6
1453,7006,0,0,2022-01-11,0.03299055838139864,0.023939988749857404,356,0.019061066007765623,0.8205128205128205,0.1,2022,1,11,1
8841,13463,0,0,2019-04-13,0.06445148771454048,0.05361125643637966,453,0.13025061771973173,0.9743589743589745,0.05,2019,4,13,5
15088,3814,5,47,2015-03-19,0.10440887184847988,0.08747182547331236,232,0.1567243205082951,0.8974358974358974,0.05,2015,3,19,3
5986,5686,4,5,2015-11-11,0.1315046807316837,0.09548066824273559,235,0.2587363219202259,0.8205128205128205,0.16666666666666666,2015,11,11,2
8147,13988,3,23,2022-02-13,0.25000751455318465,0.22195429924592575,401,0.04835863042710907,0.7435897435897436,0.23333333333333334,2022,2,13,6
3289,3801,5,31,2016-12-02,0.23115433556320739,0.16950345961552832,332,0.13872220261207202,0.7179487179487178,0.18333333333333332,2016,12,2,4
11783,10320,1,21,2024-12-07,0.007651485042699361,0.007532875198155921,443,0.08648076244264032,0.7179487179487178,0.0,2024,12,7,5
14211,10369,0,50,2019-01-12,0.052661988718150816,0.038140343562046895,88,0.27285563007412633,0.358974358974359,0.016666666666666666,2019,1,12,5
13431,424,2,42,2020-07-02,0.20256229564590092,0.16274550682679106,392,0.038828097423226265,0.8461538461538463,0.5833333333333334,2020,7,2,3
15165,9097,1,20,2019-09-07,0.014224214228221989,0.01271344785401563,229,0.21355453582774445,0.512820512820513,0.0,2019,9,7,5
9822,619,1,43,2016-07-14,0.0032329277701147892,0.0031626274983380465,230,0.1482527356159548,0.6153846153846154,0.0,2016,7,14,3
4799,15762,0,50,2017-09-06,0.013980408724897218,0.011604168059822435,294,0.18990469466996118,0.5384615384615385,0.1,2017,9,6,2
11272,2878,4,30,2019-07-09,0.06286508204222176,0.05582588240847458,314,0.01659018708083304,0.9487179487179487,0.4,2019,7,9,1
10233,17050,2,32,2024-06-28,0.3765292115730799,0.376077319161825,316,0.0307094952347335,0.4871794871794873,0.21666666666666667,2024,6,28,4
16471,11163,2,25,2016-10-13,0.21868685687948997,0.20858000385494396,115,0.0984821743734557,0.8205128205128205,0.36666666666666664,2016,10,13,3
5633,15078,2,25,2018-05-21,0.4340405919464029,0.4014530778580673,267,0.10836569008118602,0.6153846153846154,0.5,2018,5,21,0
19709,9575,5,0,2018-12-17,0.0676944348889015,0.05819391941593665,343,0.06212495587716202,0.7435897435897436,0.08333333333333333,2018,12,17,0
2536,17217,3,15,2019-03-04,0.41536776223285765,0.31660104083487073,70,0.20049417578538653,0.7948717948717949,0.25,2019,3,4,0
3174,6148,4,33,2020-01-26,0.12599734819767616,0.11818943509336438,215,0.0889516413695729,0.7435897435897436,0.15,2020,1,26,6
13255,1492,3,15,2023-06-05,0.3046299667021799,0.30457597583186147,461,0.08048005647723262,0.7948717948717949,0.35,2023,6,5,0
14442,17965,2,46,2015-11-04,0.13509162745183173,0.120097238994725,494,0.015531238969290503,0.6923076923076923,0.16666666666666666,2015,11,4,2
143,10229,5,0,2021-08-14,0.14133037649581356,0.10204587383319105,153,0.022943875750088244,0.5641025641025641,0.16666666666666666,2021,8,14,5
19358,12575,2,25,2018-12-21,0.5736843687274354,0.4691073444549778,460,0.013060360042357924,0.9230769230769231,0.43333333333333335,2018,12,21,4
7007,15377,2,3,2020-05-04,0.666019858459216,0.6048957788363576,243,0.052947405577126724,0.8717948717948718,0.25,2020,5,4,0
3694,6490,4,5,2019-01-26,0.16504964614804005,0.16503093789213236,388,0.13378044475820686,0.7179487179487178,0.26666666666666666,2019,1,26,5
13886,16315,5,47,2020-07-10,0.10981935014144058,0.0825587387252723,111,0.2647370278856336,0.7179487179487178,0.2,2020,7,10,4
10461,10034,5,47,2020-09-06,0.18226966224588284,0.14628725626330052,458,0.1440169431697847,0.7179487179487178,0.16666666666666666,2020,9,6,6
8176,7263,0,39,2021-06-07,0.025298995721714387,0.020490207262242398,301,0.2156724320508295,0.7692307692307692,0.03333333333333333,2021,6,7,0
3576,4663,4,11,2022-06-23,0.1267688423246354,0.1001380699318304,426,0.09954112248499823,0.6410256410256412,0.26666666666666666,2022,6,23,3
9933,8634,5,6,2019-08-25,0.123195254810149,0.09754581679575483,265,0.29191669608189197,0.8717948717948718,0.1,2019,8,25,6
6046,7770,2,13,2019-05-04,0.2545997414993704,0.1997726369783533,324,0.08083303918108013,0.6410256410256412,0.23333333333333334,2019,5,4,5
3393,2211,0,50,2022-08-20,0.020339390619833742,0.014739260244120223,196,0.1482527356159548,0.8974358974358974,0.05,2022,8,20,5
10450,14633,4,41,2018-09-14,0.06900029724232597,0.05916158902363709,96,0.06318390398870455,0.7948717948717949,0.3833333333333333,2018,9,14,4
6257,10282,5,55,2016-09-30,0.2051105641258571,0.1942616405540105,398,0.169078715142958,0.8205128205128205,0.05,2016,9,30,4
6636,13381,0,17,2015-03-01,0.023475464148901705,0.021052714391921926,239,0.2537945640663607,0.6923076923076923,0.08333333333333333,2015,3,1,6
7139,3312,4,37,2021-04-02,0.10731115927846929,0.07792887235021771,205,0.25979527003176844,0.6923076923076923,0.31666666666666665,2021,4,2,4
1089,16588,2,32,2022-11-24,0.22251760910296275,0.21608141012276813,0,0.4098129191669608,0.7948717948717949,0.11666666666666667,2022,11,24,3
11109,3895,1,34,2017-01-05,0.018098383870095085,0.017870418812126553,66,0.12777973879279916,0.8717948717948718,0.0,2017,1,5,3
7251,8399,5,48,2016-12-25,0.12668868709066558,0.10824918672483172,457,0.18496293681609602,0.8717948717948718,0.2,2016,12,25,6
15971,6173,1,36,2015-11-22,0.014434621717392685,0.013755856171253916,330,0.10307094952347336,0.7948717948717949,0.0,2015,11,22,6
12395,9095,1,54,2015-03-04,0.010640607309489378,0.010978723069479463,2,0.1263678079774091,0.8717948717948718,0.0,2015,3,4,2
2049,9595,5,55,2023-09-20,0.15092896576369572,0.12850731062587767,93,0.1814331097776209,0.7179487179487178,0.08333333333333333,2023,9,20,2
12691,336,2,27,2024-03-27,0.666019858459216,0.5609730193258569,383,0.2428521002470879,0.4615384615384615,0.25,2024,3,27,2
12805,6730,3,53,2022-01-13,1.0,0.9504521691927039,32,0.16484292269678785,0.9743589743589745,0.75,2022,1,13,3
10264,17760,2,13,2023-06-26,0.2689742467912858,0.2252821386285053,52,0.3028591599011648,0.7692307692307692,0.5666666666666667,2023,6,26,0
13751,12660,2,46,2016-05-20,0.666019858459216,0.5565398337653755,428,0.06636074832333216,0.8974358974358974,0.43333333333333335,2016,5,20,4
14333,17061,2,46,2015-08-22,0.40809701455151476,0.39283059094717543,22,0.10060007059654077,0.8461538461538463,0.6,2015,8,22,5
11802,12724,5,6,2015-06-02,0.10048794498679108,0.09421797741317524,240,0.04024002823861631,0.7435897435897436,0.15,2015,6,2,1
15995,3284,4,44,2023-05-09,0.16504964614804005,0.14540219259772086,120,0.431344864101659,0.8205128205128205,0.23333333333333334,2023,5,9,1
10075,10248,5,56,2017-08-19,0.10444560966404938,0.09283727809487094,67,0.04165195905400636,0.7435897435897436,0.05,2017,8,19,5
1909,1101,0,51,2017-06-19,0.09002434715231832,0.08864797674446047,43,0.026120720084715852,0.8461538461538463,0.016666666666666666,2017,6,19,0
12254,17993,2,42,2015-09-09,0.4583944238675568,0.35960726774946006,294,0.3212142605012354,0.6923076923076923,0.31666666666666665,2015,9,9,2
10236,16079,0,0,2020-12-01,0.039887248304215826,0.03640561877751072,243,0.0370631839039887,0.8974358974358974,0.05,2020,12,1,1
11410,13979,3,40,2017-12-07,0.5373105915122286,0.4521927944016773,211,0.1351923755735969,0.8205128205128205,0.7,2017,12,7,3
12078,14391,0,50,2023-01-21,0.08342489955547243,0.06442476762161757,98,0.3215672432050829,0.6666666666666667,0.06666666666666667,2023,1,21,5
133,17415,3,26,2023-01-25,0.24092993430610618,0.17016430715249448,493,0.05153547476173668,0.512820512820513,0.95,2023,1,25,2
914,14823,4,4,2015-08-21,0.16504964614804005,0.13830988242420902,270,0.2816801976703141,0.8974358974358974,0.16666666666666666,2015,8,21,4
4605,12089,2,1,2017-01-04,0.25080572709146715,0.1985374814628332,458,0.23614542887398518,0.8205128205128205,0.23333333333333334,2017,1,4,2
17618,16097,1,29,2016-09-09,0.010076180870285452,0.008602818829434462,435,0.1874338157430286,0.8205128205128205,0.0,2016,9,9,4
18156,8741,3,26,2017-08-17,1.0,0.9491698102816863,85,0.06953759265795977,0.7435897435897436,0.7666666666666666,2017,8,17,3
4221,12025,5,12,2021-06-22,0.26524368861027525,0.23229577647618782,210,0.12460289445817155,0.5384615384615385,0.13333333333333333,2021,6,22,1
1256,8705,3,53,2024-08-01,0.3526062140345135,0.2802386918365661,25,0.24426403106247793,0.6923076923076923,0.7,2024,8,1,3
764,13061,4,11,2015-08-03,0.16504964614804005,0.12989194356047343,378,0.030003529827038473,0.6410256410256412,0.15,2015,8,3,0
12355,9569,5,31,2021-10-06,0.1335452993964979,0.12307892014365567,173,0.10836569008118602,0.7179487179487178,0.1,2021,10,6,2
7269,8075,4,24,2023-08-20,0.03235933591388656,0.029958421675799207,376,0.1775503000352983,0.8717948717948718,0.11666666666666667,2023,8,20,6
19090,7329,0,17,2017-01-21,0.09725501721667629,0.07149740971367206,342,0.2432050829509354,0.512820512820513,0.05,2017,1,21,5
15199,1724,3,23,2023-05-19,0.8532491258069794,0.8286634751926487,358,0.11930815390045887,0.8205128205128205,0.85,2023,5,19,4
12424,12482,2,25,2021-03-05,0.3202301791135499,0.2355252754514808,116,0.0070596540769502295,0.7692307692307692,0.25,2021,3,5,4
3680,15564,4,33,2023-02-14,0.10041780915706752,0.09922153733591901,12,0.15107659724673492,0.9487179487179487,0.31666666666666665,2023,2,14,1
368,15205,2,8,2024-06-19,0.36397823785397726,0.3417250480884591,272,0.14260501235439463,0.4615384615384615,0.5,2024,6,19,2
3856,2304,3,40,2016-01-11,0.3745520491351584,0.30913897072996116,303,0.0677726791387222,0.7948717948717949,0.3833333333333333,2016,1,11,0
12039,9201,3,40,2021-06-30,0.34449383639648784,0.3275797639043502,66,0.29050476526650193,0.7692307692307692,0.8166666666666667,2021,6,30,2
7737,15596,0,50,2017-01-06,0.07022934416319605,0.05301728037636841,37,0.08048005647723262,0.8205128205128205,0.016666666666666666,2017,1,6,4
