date,region,total_sales,active_users,new_customers,marketing_spend,website_traffic,conversion_rate,customer_satisfaction
2023-07-04,West,31161.629,996,54,5859.68,9829,0.0273,0.9222
2023-07-05,East,59500.289,1991,111,3731.85,10584,0.0336,0.9536
2023-07-05,North,49712.607,2113,81,2774.64,7003,0.0345,0.9429
2023-07-05,South,50766.8365,1897,47,3615.56,14629,0.032,0.9235
2023-07-05,West,29394.36,1377,62,4777.37,7358,0.0336,0.8816
2023-07-06,East,35480.77649999999,1739,118,3123.52,13857,0.0235,0.9463
2023-07-06,North,40370.75,1097,128,2769.94,14035,0.0337,0.9691
2023-07-06,South,43833.718,1316,181,5753.79,11342,0.027,0.9377
2023-07-06,West,31718.6765,1623,94,3269.3,10230,0.0236,0.9119
2023-07-07,East,45586.7495,1761,85,6451.79,10921,0.0304,0.9124
2023-07-07,North,49376.959,1512,87,5386.8,16980,0.0309,0.9081
2023-07-07,South,39341.519,1330,101,5343.09,11034,0.0314,0.8985
2023-07-07,West,36716.7615,1323,55,3164.76,8574,0.0231,0.9671
2023-07-08,East,49700.588,1086,57,3108.882,8903,0.033,0.9359
2023-07-08,North,31899.7605,1655,133,4580.744,8057,0.0226,0.9297
2023-07-08,South,63366.922000000006,1033,54,3254.622,7411,0.0321,0.9334
2023-07-08,West,34259.6665,856,48,1946.896,4558,0.0336,0.9167
2023-07-09,East,22146.2485,1148,86,4200.672,5573,0.034,0.9417
2023-07-09,North,12344.8815,909,59,2512.874,7375,0.0366,0.926
2023-07-09,South,23558.617,906,41,2909.123,7293,0.0342,0.8902
2023-07-09,West,20805.1695,968,56,2158.73,5100,0.0279,0.9462
2023-07-10,East,24141.3345,2034,95,5185.91,13741,0.033,0.893
2023-07-10,North,43815.1965,2353,93,3992.06,6184,0.0329,0.9377
2023-07-10,South,30351.485499999995,1206,127,3558.57,6121,0.0372,0.881
2023-07-10,West,39505.1695,1408,66,5457.12,10212,0.0246,0.9349
2023-07-11,East,43992.9485,2607,111,2225.72,9166,0.0346,0.9387
2023-07-11,North,47762.6475,2495,78,5944.31,20139,0.0257,0.9354
2023-07-11,South,29258.224,1503,39,4355.64,6693,0.0212,0.9509
2023-07-11,West,52289.093,1602,102,3678.64,8591,0.0312,0.9414
2023-07-12,East,47072.83,1869,112,6249.96,14516,0.0292,0.9468
2023-07-12,North,50412.6245,2294,129,5160.39,16454,0.0314,0.9223
2023-07-12,South,46302.3475,2023,90,3967.21,11351,0.0248,0.9568
2023-07-12,West,49582.8715,1924,82,8091.06,8382,0.0326,0.9705
2023-07-13,East,75899.237,1515,131,4485.32,16616,0.0252,0.9668
2023-07-13,North,67410.882,2364,117,3830.61,14931,0.0347,0.9061
2023-07-13,South,36641.596,1484,50,2930.98,11392,0.0255,0.9813
2023-07-13,West,37548.41,813,78,5802.03,15220,0.0253,0.97
2023-07-14,East,56986.43949999999,1934,135,4303.83,19537,0.0245,0.9354
2023-07-14,North,59112.9185,1890,144,6317.74,17291,0.0289,0.9505
2023-07-14,South,34048.8495,1791,37,5663.37,11226,0.0328,0.9401
2023-07-14,West,36292.6285,1867,93,6951.44,8306,0.0273,0.9597
2023-07-15,East,34943.6615,1369,39,1782.9070000000002,6413,0.0192,0.9651
2023-07-15,North,29269.9455,1390,56,3327.709,7778,0.028,0.9551
2023-07-15,South,41946.9475,921,40,3625.573,6467,0.0223,0.9609
2023-07-15,West,21715.97,929,88,3235.057,6671,0.0306,0.9243
2023-07-16,East,22057.874,1251,96,2884.0,8450,0.0314,0.9043
2023-07-16,North,26447.0445,1048,72,2122.827,10964,0.0333,0.9392
2023-07-16,South,15690.617499999998,1577,69,2460.241,7353,0.0335,0.9398
2023-07-16,West,25099.956,921,36,3876.621,4968,0.0323,0.9426
2023-07-17,East,33970.7175,1506,110,6212.19,7133,0.0249,0.9718
2023-07-17,North,50242.667,1912,86,6296.23,18987,0.0239,0.9607
2023-07-17,South,39434.0585,1056,85,5055.1,8327,0.0367,0.9608
2023-07-17,West,30830.8005,1890,71,4895.48,9503,0.0336,0.9473
2023-07-18,East,23898.5745,2341,69,4597.91,22364,0.022,0.9018
2023-07-18,North,28732.21,1683,86,5800.99,12431,0.0241,0.9499
2023-07-18,South,46875.494,1866,82,8559.54,12885,0.0254,0.9321
2023-07-18,West,29302.696,880,100,5782.08,8820,0.0292,0.9429
2023-07-19,East,55247.5605,1676,50,4160.49,10166,0.0313,0.9707
2023-07-19,North,29269.886,1267,79,5990.86,20045,0.0283,0.9762
2023-07-19,South,30988.6965,2330,60,6473.46,10067,0.0336,0.9709
2023-07-19,West,27877.739,1122,58,4429.84,11381,0.0218,0.9589
2023-07-20,East,41235.727,2325,83,4795.65,12802,0.0298,0.8899
2023-07-20,North,35222.130000000005,2695,121,2491.04,9245,0.0331,0.9497
2023-07-20,South,18585.811,1109,123,4438.49,20781,0.0182,0.9773
2023-07-20,West,22135.632,2379,120,5501.21,9007,0.031,0.9395
2023-07-21,East,62818.723000000005,1618,136,5248.91,17904,0.0235,0.9532
2023-07-21,North,31351.247,1697,91,2981.27,10926,0.0312,0.9071
2023-07-21,South,57250.7045,1777,66,7814.41,8174,0.0308,0.9281
2023-07-21,West,66092.5065,880,88,3908.13,10802,0.0327,0.8594
2023-07-22,East,27178.2995,1146,72,2309.755,9582,0.0202,0.9522
2023-07-22,North,36349.4255,932,51,3183.943,6332,0.0282,0.9599
2023-07-22,South,27151.448,1149,50,4605.853,8787,0.0339,0.9207
2023-07-22,West,37175.7275,912,54,2085.076,13433,0.0272,0.9507
2023-07-23,East,26190.8375,1206,41,2510.382,6085,0.0182,0.955
2023-07-23,North,40463.621,1425,135,2771.335,6116,0.0303,0.9503
2023-07-23,South,24626.8375,1064,125,3242.351,8574,0.0252,0.8758
2023-07-23,West,34458.8725,970,35,2047.78,5931,0.0339,0.8855
2023-07-24,East,35108.094,2521,125,2939.77,9495,0.0352,0.9379
2023-07-24,North,73622.2655,2311,152,4543.77,21019,0.0234,0.9259
2023-07-24,South,36072.8185,1042,134,3976.13,17925,0.0259,0.9639
2023-07-24,West,30843.5675,1106,101,4713.51,7993,0.0313,0.926
2023-07-25,East,50689.512,1456,89,4361.17,21379,0.0205,0.9614
2023-07-25,North,45403.46399999999,1683,89,9103.77,20966,0.0169,0.9244
2023-07-25,South,28357.5895,1644,98,3011.37,5565,0.0306,0.9203
2023-07-25,West,66312.9965,1571,89,2230.9,6396,0.0328,0.9492
2023-07-26,East,48726.947,2139,72,3118.6,12095,0.0352,0.9231
2023-07-26,North,54459.6785,1719,154,4174.85,12801,0.0351,0.9715
2023-07-26,South,40705.276,1613,68,3898.82,17036,0.0309,0.9182
2023-07-26,West,45276.729,1610,75,5563.78,7612,0.0274,0.9521
2023-07-27,East,44271.1875,1612,64,5120.62,9487,0.0276,0.9814
2023-07-27,North,46650.9155,2378,85,4344.05,15959,0.0291,0.9242
2023-07-27,South,42110.955,1032,67,4970.59,14058,0.0282,0.9377
2023-07-27,West,26096.4025,1476,73,3322.14,7307,0.0244,0.9651
2023-07-28,East,22540.623,2312,39,4303.73,11908,0.0226,0.9235
2023-07-28,North,61071.65,3342,119,3506.77,9455,0.03,0.951
2023-07-28,South,23975.032,1377,87,3814.8,10086,0.027,0.8828
2023-07-28,West,28853.607,1466,69,5969.72,10199,0.0287,0.9546
2023-07-29,East,21278.9935,1224,49,3029.824,9118,0.027,0.9322
2023-07-29,North,32409.9815,1057,120,1761.5429999999997,5063,0.0229,0.9204
2023-07-29,South,27661.584,1188,68,3460.4709999999995,9167,0.0324,0.9762
2023-07-29,West,20688.541,1179,75,3419.668,7869,0.0332,0.9735
2023-07-30,East,19258.8835,1150,72,3048.843,7190,0.0322,0.9185
2023-07-30,North,38921.126,1109,64,2993.655,6573,0.035,0.9568
2023-07-30,South,19416.907,1139,56,3397.534,5422,0.0352,0.9595
2023-07-30,West,21063.8075,1197,51,3177.958,9812,0.0333,0.9552
2023-07-31,East,57379.7175,2914,55,2769.0,9271,0.0284,0.9529
2023-07-31,North,71420.5955,2211,185,3188.21,10170,0.0295,0.9407
2023-07-31,South,34920.830500000004,1845,73,2593.84,9232,0.0233,0.9449
2023-07-31,West,33801.78,945,27,2434.15,8844,0.0319,0.9205
2023-08-01,East,18547.612,2653,118,4197.02,10127,0.0272,0.9761
2023-08-01,North,22033.2665,1698,98,2809.04,12439,0.0229,0.9204
2023-08-01,South,35537.547999999995,1507,128,2918.7,9117,0.0296,0.9822
2023-08-01,West,35364.318,1041,69,3596.27,6645,0.0301,0.9735
2023-08-02,East,45732.856,1317,59,5298.98,10149,0.0295,0.9066
2023-08-02,North,24770.1985,2228,80,4175.93,10785,0.0283,0.9595
2023-08-02,South,56601.2195,1549,54,3361.09,7706,0.028,0.9128
2023-08-02,West,38036.599,2206,94,3181.87,6341,0.0327,0.93
2023-08-03,East,48254.177,1433,161,3079.99,8680,0.0337,0.9649
2023-08-03,North,76431.38799999999,1602,130,4430.27,9179,0.0296,0.9439
2023-08-03,South,38885.953,1804,99,3819.54,9029,0.0341,0.9602
2023-08-03,West,49009.50399999999,1291,93,6158.0,20711,0.0296,0.9561
2023-08-04,East,59036.767,1868,88,5681.08,12977,0.0257,0.9613
2023-08-04,North,37420.638,1742,95,7522.02,13418,0.0274,0.9654
2023-08-04,South,37494.469,2334,77,4095.91,10025,0.0145,0.9233
2023-08-04,West,29271.985499999995,951,70,3214.1,6702,0.0355,0.9284
2023-08-05,East,20817.6135,1059,29,1913.436,10808,0.0332,0.9157
2023-08-05,North,47111.539,1299,137,3023.216,8252,0.0192,0.9456
2023-08-05,South,22775.087,1085,83,2896.663,8229,0.0238,0.94
2023-08-05,West,26695.899,1115,75,2168.089,7482,0.0317,0.9229
2023-08-06,East,28073.2815,1131,55,3123.862,7641,0.0299,0.9603
2023-08-06,North,21734.381,1364,84,3240.223,15683,0.0282,0.9005
2023-08-06,South,31798.5595,1602,43,2700.719,5311,0.0331,0.9367
2023-08-06,West,17817.0795,948,59,2288.496,5287,0.0372,0.9427
2023-08-07,East,39778.062,1487,112,4425.1,15040,0.0239,0.9723
2023-08-07,North,53477.5375,1098,100,3710.18,30023,0.0295,0.9322
2023-08-07,South,40911.843,1445,96,4155.1,13466,0.0305,0.9318
2023-08-07,West,23096.863,973,70,2661.94,10379,0.0273,0.9316
2023-08-08,East,68594.677,1936,61,2802.75,16242,0.0198,0.9688
2023-08-08,North,41524.4125,2547,96,2966.08,10381,0.0294,0.9166
2023-08-08,South,26389.44,2484,155,2833.76,17815,0.0249,0.9324
2023-08-08,West,56093.25950000001,1377,129,2445.53,9467,0.0349,0.9662
2023-08-09,East,30106.0735,2628,288,5463.39,19311,0.0226,0.976
2023-08-09,North,19831.945,1555,141,3767.37,16396,0.034,0.8784
2023-08-09,South,30647.1325,1760,74,2589.32,6695,0.0311,0.9928
2023-08-09,West,38784.8795,1316,106,3056.8,9343,0.0286,0.9617
2023-08-10,East,73309.321,1377,163,3798.76,10540,0.031,0.9368
2023-08-10,North,53316.709,1589,59,5622.78,11383,0.0341,0.9386
2023-08-10,South,26906.8775,1358,100,2368.44,9788,0.0318,0.9558
2023-08-10,West,28736.613,2184,84,4019.91,15527,0.0235,0.9223
2023-08-11,East,37949.406,1703,116,6042.93,16237,0.0172,0.961
2023-08-11,North,33507.3485,1639,132,4175.62,12912,0.033,0.9537
2023-08-11,South,26427.027,1784,89,4303.12,7485,0.0349,0.9134
2023-08-11,West,34812.583,2268,172,3182.38,9840,0.0253,0.9165
2023-08-12,East,32088.9535,1755,139,4769.023,7265,0.0305,0.9587
2023-08-12,North,25831.211,890,83,2622.445,8803,0.0205,0.9273
2023-08-12,South,12884.402,1715,33,2715.188,6662,0.0304,0.8727
2023-08-12,West,28461.2725,953,64,2275.035,4258,0.0285,0.9327
2023-08-13,East,27664.5845,1233,43,2831.101,10605,0.0325,0.9333
2023-08-13,North,33036.95,988,38,3030.9929999999995,6497,0.0331,0.9214
2023-08-13,South,22610.9605,1131,82,3805.221,10590,0.0297,0.9471
2023-08-13,West,16186.295,880,116,3162.061,6296,0.038,0.97
2023-08-14,East,15359.8485,1392,51,2165.65,6453,0.0304,0.9523
2023-08-14,North,53908.887,1811,104,3505.35,17695,0.0219,0.9601
2023-08-14,South,32632.7665,1836,96,3177.68,9782,0.0331,0.9358
2023-08-14,West,43263.2915,2232,94,5186.95,17247,0.0329,0.9154
2023-08-15,East,32161.603,1782,105,3104.79,6782,0.0291,0.9611
2023-08-15,North,30567.122,1503,76,4829.2,14159,0.028,0.9458
2023-08-15,South,32301.470500000003,1089,47,4711.44,16904,0.0275,0.9453
2023-08-15,West,41864.7695,1853,96,5217.7,6972,0.0359,0.9492
2023-08-16,East,47119.3335,1639,84,4676.59,11737,0.0314,0.9057
2023-08-16,North,35284.094999999994,1805,81,4670.45,13151,0.0239,0.9136
2023-08-16,South,21689.3055,1255,59,3954.67,15759,0.0342,0.9325
2023-08-16,West,28864.759,1546,219,2658.76,8884,0.0271,0.949
2023-08-17,East,37558.44,2779,144,5147.17,11381,0.0317,0.9349
2023-08-17,North,29962.653,2571,138,3590.79,12496,0.0333,0.9273
2023-08-17,South,57545.782,1618,39,5976.15,12428,0.0228,0.9412
2023-08-17,West,24235.5145,1395,101,2617.49,14350,0.0275,0.9627
2023-08-18,East,41206.011,1140,156,4346.06,11417,0.0332,0.9841
2023-08-18,North,27809.9515,1505,132,6633.11,15017,0.0301,0.8805
2023-08-18,South,41790.1395,1358,173,1744.23,8501,0.03,0.9277
2023-08-18,West,32959.956999999995,1406,64,4814.95,15535,0.0282,0.9555
2023-08-19,East,58875.08,768,76,2792.58,6201,0.0295,0.8867
2023-08-19,North,40011.27649999999,1252,80,2452.009,9277,0.0287,0.9677
2023-08-19,South,22803.341,1711,41,3734.759,8045,0.0312,0.9731
2023-08-19,West,40018.493,904,31,1806.931,4633,0.0231,0.9239
2023-08-20,East,21255.083,1242,53,3693.382,6653,0.0302,0.9151
2023-08-20,North,28029.6085,2272,136,2992.0170000000003,10774,0.0252,0.8888
2023-08-20,South,31884.571,1402,43,5783.449,7996,0.0337,0.9355
2023-08-20,West,23917.9205,911,38,6033.615,5116,0.032,0.9668
2023-08-21,East,54371.882,1394,94,4392.43,10769,0.0255,0.9723
2023-08-21,North,27305.009,1577,202,4944.84,21584,0.0291,0.9457
2023-08-21,South,43136.1655,1539,71,2915.78,7888,0.0318,0.9546
2023-08-21,West,35901.467,1282,200,4461.92,14171,0.0286,0.9709
2023-08-22,East,42503.7825,3001,55,5166.3,9833,0.0271,0.9656
2023-08-22,North,56716.063,1863,169,5614.79,21660,0.0229,0.9638
2023-08-22,South,28899.643,1842,119,3206.54,12347,0.0226,0.9443
2023-08-22,West,43687.52649999999,684,45,5349.25,10692,0.0254,0.9472
2023-08-23,East,43285.3575,1802,59,5877.36,7339,0.0311,0.9353
2023-08-23,North,30545.2685,1657,115,6614.19,10385,0.0352,0.9532
2023-08-23,South,50277.262,1418,93,2995.06,8838,0.024,0.9429
2023-08-23,West,19832.37,1550,79,7221.8,6758,0.029,0.855
2023-08-24,East,62740.77799999999,1392,122,1389.53,10629,0.0275,0.9654
2023-08-24,North,87903.6255,2557,71,5381.18,12834,0.0329,0.9338
2023-08-24,South,55904.84,2115,84,2824.9,12600,0.035,0.9472
2023-08-24,West,16286.0935,1166,55,2434.31,11058,0.0287,0.962
2023-08-25,East,43862.006,1474,72,3264.78,19592,0.0333,0.913
2023-08-25,North,37778.93,1432,113,5581.75,12009,0.0316,0.8983
2023-08-25,South,28923.205,1420,50,4506.46,11907,0.0354,0.9137
2023-08-25,West,22739.4125,1105,66,3683.55,8422,0.0318,0.9833
2023-08-26,East,33760.062,1419,85,4345.845,14110,0.0267,0.8932
2023-08-26,North,17245.3015,1505,48,3596.88,13047,0.0336,0.9288
2023-08-26,South,27022.18,653,73,2178.407,5598,0.0365,0.9434
2023-08-26,West,29891.712,838,104,3790.234,6252,0.035,0.9371
2023-08-27,East,40574.3165,1172,69,3473.617,8452,0.0214,0.9162
2023-08-27,North,29153.9375,1826,29,2835.091,6879,0.0362,0.9686
2023-08-27,South,22524.2435,1071,53,3004.3859999999995,12697,0.0252,0.9423
2023-08-27,West,44302.221,1092,36,2970.338,7304,0.0262,0.9475
2023-08-28,East,40032.3905,1452,117,5228.54,8955,0.0365,0.9713
2023-08-28,North,35211.233,2140,169,4485.49,16860,0.0241,0.9678
2023-08-28,South,32602.5405,2726,50,4680.99,14842,0.0166,0.9185
2023-08-28,West,42111.737,1154,71,3858.13,12123,0.0317,0.9694
2023-08-29,East,45201.2405,2322,95,4652.93,20708,0.0314,0.9436
2023-08-29,North,57420.3305,1773,196,3332.94,13581,0.0292,0.9268
2023-08-29,South,34482.7065,1989,65,3562.91,5866,0.0149,0.897
2023-08-29,West,20757.6375,1247,147,6007.17,11561,0.0321,0.9495
2023-08-30,East,33531.055,1539,125,8308.6,19561,0.0322,0.9495
2023-08-30,North,58341.756,1675,53,9770.24,15426,0.0284,0.9673
2023-08-30,South,20254.14,1649,50,4663.91,10171,0.0353,0.9595
2023-08-30,West,33001.7005,1232,34,7104.74,10680,0.034,0.9143
2023-08-31,East,61304.4055,1548,98,4375.0,13813,0.0193,0.935
2023-08-31,North,38633.911,1287,74,8906.75,12305,0.0347,0.9338
2023-08-31,South,34633.607,1271,66,2511.04,9481,0.0333,0.92
2023-08-31,West,28930.26,1133,70,4786.88,6846,0.0278,0.9181
2023-09-01,East,57472.4,2373,182,4063.41,12743,0.0329,0.9726
2023-09-01,North,56440.2,1878,89,7270.02,11091,0.029,0.9329
2023-09-01,South,36006.21,1635,67,1527.01,7484,0.0351,0.8945
2023-09-01,West,22852.1,1349,43,5579.11,8201,0.0355,0.9486
2023-09-02,East,24888.48,1728,80,3152.8769999999995,4178,0.0254,0.9267
2023-09-02,North,35002.06,1069,69,5961.683,12487,0.0236,0.9273
2023-09-02,South,42733.9,1115,50,3184.216,5700,0.0294,0.9668
2023-09-02,West,19400.8,814,20,1476.062,8065,0.0366,0.9072
2023-09-03,East,37255.31,1055,56,2241.505,4636,0.0337,0.9468
2023-09-03,North,47194.81,880,80,2486.841,9460,0.0186,0.9414
2023-09-03,South,24877.59,1173,84,1796.3749999999998,9863,0.0369,0.9558
2023-09-03,West,36948.9,1037,56,3382.281,9223,0.0307,0.9351
2023-09-04,East,68408.74,2175,121,3127.81,13927,0.0336,0.9638
2023-09-04,North,34372.01,2230,129,4025.71,9178,0.0318,0.9384
2023-09-04,South,35076.68,2070,49,3196.52,11967,0.0324,0.8719
2023-09-04,West,51843.69,1690,81,4641.19,15033,0.0314,0.9505
2023-09-05,East,38522.2,2102,81,2531.43,7470,0.0303,0.9131
2023-09-05,North,54461.61,1978,134,4989.55,16336,0.0289,0.9287
2023-09-05,South,35157.24,1772,63,3031.13,9864,0.0301,0.9203
2023-09-05,West,44850.35,1162,25,5930.44,8884,0.0273,0.96
2023-09-06,East,70741.46,3756,150,5547.84,9895,0.0237,0.9484
2023-09-06,North,40911.55,2593,199,4074.75,7255,0.0248,0.9465
2023-09-06,South,29434.55,2255,100,3320.99,11993,0.0316,0.9133
2023-09-06,West,43872.58,1277,106,3965.44,16276,0.0341,0.9564
2023-09-07,East,29109.55,2300,86,2831.38,13177,0.0247,0.9475
2023-09-07,North,41489.62,2181,159,5079.42,12970,0.0349,0.9534
2023-09-07,South,57264.42,3491,43,4163.63,12456,0.0308,0.9615
2023-09-07,West,33928.9,1269,71,2638.57,11698,0.0356,0.9243
2023-09-08,East,38114.5,1690,101,6423.0,9928,0.0358,0.9688
2023-09-08,North,81948.38,2440,40,4976.33,9399,0.027,0.9302
2023-09-08,South,60497.72,2157,73,10287.79,8159,0.0332,0.9598
2023-09-08,West,34564.73,1895,65,2213.69,9734,0.0282,0.9053
2023-09-09,East,36013.81,957,65,3075.065,9262,0.0331,0.9364
2023-09-09,North,34636.13,1035,92,3798.578,8100,0.0318,0.9334
2023-09-09,South,32279.45,990,43,5759.502,6515,0.0311,0.9334
2023-09-09,West,46570.23,1125,56,4555.453,4884,0.0309,0.9085
2023-09-10,East,29611.55,1285,39,5507.418,6251,0.0296,0.9326
2023-09-10,North,43118.39,2179,54,3152.135,9984,0.0316,0.9133
2023-09-10,South,37658.74,769,69,2537.451,6274,0.0221,0.9353
2023-09-10,West,40974.0,1047,69,3559.857,5430,0.0289,0.9171
2023-09-11,East,31758.7,2112,79,2104.4,16333,0.0197,0.9128
2023-09-11,North,40387.77,1843,85,3971.86,10496,0.0309,0.9655
2023-09-11,South,45422.64,1093,162,3881.1,16488,0.014,0.9207
2023-09-11,West,31577.49,1178,67,3015.48,7308,0.0324,0.9656
2023-09-12,East,29257.42,2218,103,4290.17,8907,0.0244,0.949
2023-09-12,North,44610.71,1809,212,3498.21,14336,0.0254,0.8986
2023-09-12,South,47075.21,1855,133,2780.91,6672,0.0308,0.9566
2023-09-12,West,45579.35,1477,131,6431.43,19236,0.0299,0.9628
2023-09-13,East,48247.62,2143,202,5870.8,22319,0.0292,0.9063
2023-09-13,North,49472.55,2793,169,5841.7,16736,0.0287,0.9325
2023-09-13,South,40636.32,2732,140,2929.52,7453,0.0355,0.9647
2023-09-13,West,56180.93,1660,56,3075.28,15186,0.0346,0.9358
2023-09-14,East,65679.49,1975,109,2912.23,9048,0.0351,0.9519
2023-09-14,North,36071.2,1630,137,2681.96,6502,0.0275,0.9485
2023-09-14,South,66315.94,2012,152,4221.56,11477,0.0344,0.9335
2023-09-14,West,41285.24,907,131,3945.93,6448,0.0273,0.9021
2023-09-15,East,33845.1,1794,90,2391.15,5274,0.0267,0.911
2023-09-15,North,44986.78,1694,124,2981.42,21792,0.0258,0.9475
2023-09-15,South,67447.41,1910,168,5305.38,12580,0.0298,0.9274
2023-09-15,West,40189.76,2187,75,2797.43,9637,0.0295,0.9125
2023-09-16,East,32742.0,1100,26,1903.692,6702,0.0224,0.925
2023-09-16,North,31847.24,1719,117,2974.5799999999995,11556,0.0254,0.9215
2023-09-16,South,25361.89,1038,125,3094.231,7697,0.0252,0.9694
2023-09-16,West,16016.46,1046,33,2003.218,7107,0.0343,0.9321
2023-09-17,East,45418.06,1438,39,2743.083,7774,0.0277,0.9513
2023-09-17,North,73601.95,1612,71,2603.006,8393,0.0319,0.9655
2023-09-17,South,36741.5,1333,71,2477.097,5908,0.0239,0.9301
2023-09-17,West,19854.18,991,56,1976.492,6808,0.0243,0.8996
2023-09-18,East,48398.57,1971,47,4908.6,10401,0.0268,0.9091
2023-09-18,North,34648.49,1978,109,3991.6,13881,0.0228,0.9321
2023-09-18,South,39203.82,1571,59,3770.92,9422,0.0286,0.9266
2023-09-18,West,25267.45,1159,82,5537.59,8653,0.0328,0.932
2023-09-19,East,34843.74,1806,79,2414.96,7482,0.0341,0.9793
2023-09-19,North,84125.31,1240,157,4841.28,14192,0.0353,0.9065
2023-09-19,South,62685.63,1572,94,5869.33,11183,0.032,0.9034
2023-09-19,West,55523.57,1742,80,2713.18,13789,0.0219,0.9494
2023-09-20,East,64744.93,1860,73,4680.6,9606,0.0325,0.9194
2023-09-20,North,40892.44,1824,64,4168.46,18247,0.0328,0.8946
2023-09-20,South,38154.62,1284,187,4563.55,9110,0.0268,0.9404
2023-09-20,West,51908.01,1590,42,2303.28,6384,0.0283,0.9327
2023-09-21,East,48034.45,2151,114,4405.8,10674,0.0304,0.928
2023-09-21,North,70584.47,1933,106,2573.07,7798,0.0223,0.9538
2023-09-21,South,41240.76,1122,155,4806.44,7698,0.0223,0.9435
2023-09-21,West,66285.88,1217,54,2133.12,11464,0.0314,0.9281
2023-09-22,East,58264.35,2758,124,4855.01,12377,0.0309,0.9419
2023-09-22,North,46365.74,2486,86,5511.03,13765,0.0272,0.9256
2023-09-22,South,38205.83,1914,113,3265.01,11954,0.0238,0.9606
2023-09-22,West,39743.57,2000,62,3711.97,8674,0.0323,0.94
2023-09-23,East,38191.85,855,52,2394.707,6614,0.0226,0.9318
2023-09-23,North,33476.99,1551,71,2527.161,4245,0.0292,0.9553
2023-09-23,South,26031.34,1197,25,2390.913,5291,0.033,0.9561
2023-09-23,West,47646.25,664,81,1700.986,7997,0.0328,0.9483
2023-09-24,East,37193.43,1061,59,2549.75,15585,0.0288,0.9196
2023-09-24,North,35342.67,1160,108,2656.171,5255,0.038,0.9251
2023-09-24,South,34748.89,1454,88,4002.509,6749,0.0341,0.9281
2023-09-24,West,27298.05,873,41,4324.838,6450,0.0254,0.9667
2023-09-25,East,63421.47,1762,182,2658.79,12176,0.028,0.9145
2023-09-25,North,41924.44,1791,112,3177.71,13703,0.0315,0.9478
2023-09-25,South,32130.41,1554,127,3331.33,11105,0.0332,0.9579
2023-09-25,West,72770.73,1791,233,2821.99,11814,0.0278,0.9335
2023-09-26,East,36976.22,2086,143,3281.5,11153,0.0333,0.9427
2023-09-26,North,25669.97,1676,161,5757.12,14690,0.0307,0.9489
2023-09-26,South,59748.57,1410,69,3037.09,10429,0.027,0.9825
2023-09-26,West,61578.29,1516,70,3016.02,9398,0.0267,0.9433
2023-09-27,East,56857.5,1907,65,4298.05,8436,0.0253,0.9339
2023-09-27,North,53002.52,2780,66,7248.61,28238,0.0214,0.9735
2023-09-27,South,41792.65,2737,112,5898.19,11500,0.0294,0.9174
2023-09-27,West,54125.29,720,92,4035.31,8524,0.0343,0.8855
2023-09-28,East,32657.46,2398,77,2836.67,13576,0.022,0.9625
2023-09-28,North,61838.23,1719,95,6661.9,13347,0.0249,0.9252
2023-09-28,South,46069.17,2582,72,1840.21,8984,0.0287,0.9819
2023-09-28,West,52129.57,1557,77,4219.32,10058,0.0339,0.9166
2023-09-29,East,112655.92,2499,96,1995.62,11936,0.0341,0.9268
2023-09-29,North,31249.66,2475,110,5108.96,12924,0.0238,0.9707
2023-09-29,South,39390.86,2376,92,3563.56,12385,0.0331,0.9212
2023-09-29,West,35576.82,1497,54,1944.29,5567,0.0358,0.9541
2023-09-30,East,34868.37,1160,42,3110.436,8199,0.0232,0.9252
2023-09-30,North,58322.5,1460,58,2658.67,8463,0.0277,0.9773
2023-09-30,South,19075.06,1022,36,4756.493,8331,0.0344,0.9642
2023-09-30,West,20393.81,1107,33,3416.896,5166,0.0357,0.9206
2023-10-01,East,59462.28,2113,47,2542.967,14013,0.0355,0.8778
2023-10-01,North,19811.75,2038,79,2199.96,16488,0.0319,0.9072
2023-10-01,South,24563.42,1715,84,4081.175,9267,0.0311,0.9123
2023-10-01,West,41735.81,1549,65,4579.197,10725,0.0301,0.833
2023-10-02,East,46458.06,1894,146,4817.81,9156,0.0305,0.8086
2023-10-02,North,48821.5,2380,99,4003.12,10993,0.0218,0.8565
2023-10-02,South,43154.23,1688,53,5091.09,18675,0.0328,0.9179
2023-10-02,West,44884.42,1940,70,4957.72,9560,0.0189,0.8876
2023-10-03,East,76033.73,1919,48,3610.93,21799,0.0229,0.9435
2023-10-03,North,51344.03,2382,152,4657.11,14758,0.0348,0.8927
2023-10-03,South,52135.14,1683,52,6691.8,21967,0.0313,0.9251
2023-10-03,West,36414.05,2578,117,3080.62,7442,0.0348,0.8896
2023-10-04,East,62569.41,1640,117,5657.05,14757,0.0225,0.8791
2023-10-04,North,54066.66,2638,91,2024.12,8221,0.0242,0.909
2023-10-04,South,48946.5,2317,148,4688.63,11044,0.0235,0.9084
2023-10-04,West,59489.23,2029,71,5267.67,9410,0.0311,0.8936
2023-10-05,East,77073.23,2166,59,5607.06,13959,0.0326,0.8782
2023-10-05,North,55827.46,2280,146,3766.58,20223,0.0281,0.891
2023-10-05,South,59651.54,2164,123,6090.24,18070,0.0295,0.8976
2023-10-05,West,19977.94,1705,148,2996.74,8404,0.0272,0.9333
2023-10-06,East,46141.83,2399,219,3714.73,11505,0.0276,0.9277
