employee_id,employee_name,gender,age,department,role,joining_date,tenure_years,performance_score,salary,bonus,training_hours,attrition_status,manager_id,joining_date_year,joining_date_month,joining_date_day,joining_date_weekday
1345,776,1,0.45238095238095244,3,45,2014-03-16,0.6744186046511629,0.25531914893617014,0.06133277488480374,0.008794253474247659,0.30927835051546393,False,34,2014,3,16,6
1346,87,1,0.45238095238095244,4,68,2012-09-20,0.7906976744186047,0.6063829787234042,0.12839770619203517,0.05071546568263166,0.27835051546391754,False,846,2012,9,20,3
1347,1387,1,0.5,4,50,2016-06-28,0.4961240310077519,0.24468085106382984,0.031093138277635282,0.005371386380235344,0.6082474226804124,True,1723,2016,6,28,1
1348,1326,1,0.6904761904761905,5,59,2014-04-30,0.6666666666666665,0.8191489361702127,0.11220923276223474,0.05558284842760562,0.8041237113402061,False,236,2014,4,30,2
1349,608,0,0.23809523809523814,3,72,2022-11-14,0.0,0.5319148936170213,0.025201673975198458,0.010208031349335088,0.9896907216494845,False,83,2022,11,14,0
1350,1644,0,0.45238095238095244,0,7,2015-10-05,0.5503875968992247,0.5425531914893618,0.09007239780975193,0.02073734437336223,0.711340206185567,False,974,2015,10,5,0
1351,1423,0,0.5,3,72,2011-04-11,0.8992248062015502,0.40425531914893614,0.09020358233051623,0.01647315718510161,0.25773195876288657,False,1002,2011,4,11,0
1352,745,1,0.5476190476190477,4,50,2017-11-15,0.38759689922480617,0.3723404255319149,0.046118883185626805,0.00985228287916538,0.6907216494845361,False,529,2017,11,15,2
1353,636,0,0.33333333333333337,5,56,2012-05-23,0.8139534883720929,0.4468085106382978,0.3887529027014601,0.189367126774414,0.5979381443298969,False,665,2012,5,23,2
1354,1450,1,0.5714285714285714,3,72,2011-12-16,0.8449612403100775,0.7234042553191489,0.05861586756790363,0.02027760952796472,0.4639175257731959,False,1023,2011,12,16,4
1355,1259,0,0.6428571428571428,5,70,2014-05-10,0.6589147286821706,0.8297872340425531,0.09969683148834416,0.0519604787848084,0.8969072164948454,False,1122,2014,5,10,5
1356,22,0,0.45238095238095244,0,7,2018-05-12,0.3488372093023256,0.5212765957446809,0.07178848475720434,0.01723968380044631,0.24742268041237114,False,1709,2018,5,12,5
1357,105,1,0.6428571428571428,0,27,2015-03-01,0.5968992248062015,0.6170212765957447,0.1309750808823042,0.09368080337998337,0.5463917525773196,True,1330,2015,3,1,6
1358,1610,1,0.5952380952380953,4,41,2012-03-06,0.8294573643410852,0.553191489361702,0.12277539783277969,0.08533413880156768,0.6701030927835052,False,614,2012,3,6,1
1359,1790,0,0.7142857142857144,5,57,2013-07-29,0.7209302325581395,0.5957446808510638,0.09341478424829947,0.022949132443589256,0.2680412371134021,False,1089,2013,7,29,0
1360,919,0,0.2857142857142858,5,70,2014-07-02,0.6511627906976745,0.6276595744680851,0.1371889555383351,0.054189420345211334,0.7319587628865979,False,154,2014,7,2,2
1361,1017,1,0.7857142857142858,0,26,2014-03-31,0.6744186046511629,0.7659574468085106,0.25284164102858553,0.16895788285444732,0.4639175257731959,True,951,2014,3,31,0
1362,1238,0,0.2857142857142858,3,44,2017-01-11,0.4573643410852713,0.5106382978723404,0.19867945541554208,0.1158551520933917,0.5979381443298969,True,853,2017,1,11,2
1363,154,0,0.261904761904762,2,35,2011-08-27,0.8682170542635659,0.5,0.17279464617973547,0.10351769073535734,0.21649484536082475,False,258,2011,8,27,5
1364,1115,1,0.5,4,5,2013-06-13,0.7364341085271318,0.5,0.005033691003773225,0.006550236020305043,0.7835051546391752,False,1741,2013,6,13,3
1365,1228,0,0.45238095238095244,2,36,2017-02-24,0.441860465116279,0.30851063829787234,0.05393459673206133,0.009300760879814232,0.09278350515463918,False,1359,2017,2,24,4
1366,609,0,0.4285714285714286,0,3,2014-06-22,0.6511627906976745,0.7340425531914894,0.17135682046537504,0.1230652647683826,0.30927835051546393,False,1182,2014,6,22,6
1367,134,0,0.6666666666666667,0,37,2014-09-13,0.6356589147286822,0.3404255319148936,0.016428508577711318,0.005505364727416659,0.6804123711340206,False,323,2014,9,13,5
1368,1848,0,0.4285714285714286,1,52,2021-05-19,0.11627906976744184,0.6382978723404256,0.0600415505828214,0.018389500359317672,0.6494845360824743,False,398,2021,5,19,2
1369,1060,0,0.2857142857142858,5,54,2010-08-28,0.945736434108527,0.8085106382978724,0.171814882118457,0.12973429669891204,0.7216494845360825,False,227,2010,8,28,5
1370,1542,0,0.4761904761904763,5,70,2016-12-03,0.46511627906976744,0.6382978723404256,0.13625945357939245,0.054454287280473954,0.6494845360824743,False,534,2016,12,3,5
1371,1703,1,0.8333333333333333,5,57,2010-12-10,0.9302325581395348,0.7553191489361701,0.09501887821145674,0.02830656163616595,0.8247422680412372,False,660,2010,12,10,4
1372,158,0,0.30952380952380953,0,26,2013-11-26,0.6976744186046511,0.7659574468085106,0.2764405654109222,0.1814521228509527,0.8762886597938145,False,1428,2013,11,26,1
1373,352,1,0.2857142857142858,5,55,2015-01-09,0.6124031007751938,0.46808510638297873,0.0165760206925476,0.0077422970441127035,0.28865979381443296,False,256,2015,1,9,4
1374,329,0,0.4761904761904763,5,56,2012-08-17,0.7984496124031009,0.8191489361702127,0.3284696690329464,0.21647891052963267,0.8762886597938145,False,1336,2012,8,17,4
1375,1150,0,0.3571428571428572,4,46,2018-09-24,0.3255813953488372,0.5638297872340424,0.07267379596353254,0.018557785686850785,0.752577319587629,False,682,2018,9,24,0
1376,1774,1,0.8095238095238095,5,70,2016-03-23,0.5193798449612403,0.553191489361702,0.1479339869083486,0.053321837298612965,0.6804123711340206,False,414,2016,3,23,2
1377,792,1,0.2857142857142858,5,8,2017-04-21,0.4341085271317829,0.38297872340425526,0.08674330329041571,0.01536505237408033,0.6082474226804124,False,978,2017,4,21,4
1378,477,1,0.4761904761904763,5,70,2013-07-04,0.7286821705426356,0.45744680851063824,0.087673650901641,0.03382844059325506,0.6907216494845361,False,959,2013,7,4,3
1379,1298,0,0.7380952380952381,5,70,2012-05-05,0.821705426356589,0.6170212765957447,0.10748106074979524,0.045414504501193026,0.3608247422680413,False,855,2012,5,5,5
1380,5,0,0.33333333333333337,0,3,2012-04-06,0.821705426356589,0.553191489361702,0.16619406991324,0.10512159533851242,0.2989690721649485,False,1321,2012,4,6,4
1381,642,0,0.45238095238095244,5,55,2012-07-10,0.8062015503875968,0.5212765957446809,0.02290817825118502,0.00965006347324082,0.25773195876288657,False,1344,2012,7,10,1
1382,151,0,0.5714285714285714,0,27,2013-01-11,0.7674418604651163,0.3936170212765957,0.19577841273495097,0.10349766057291593,0.6701030927835052,False,172,2013,1,11,4
1383,666,0,0.6428571428571428,2,51,2022-05-30,0.038759689922480606,0.43617021276595747,0.0847326240464566,0.016698549784276213,0.41237113402061853,False,1262,2022,5,30,0
1384,1260,0,0.6904761904761905,0,37,2015-01-09,0.6124031007751938,0.776595744680851,0.04509380083535702,0.018877895383953177,0.7319587628865979,False,1152,2015,1,9,4
1385,721,1,0.45238095238095244,3,72,2011-09-04,0.8682170542635659,0.5638297872340424,0.05125754348940331,0.015064173763790049,0.3298969072164949,False,517,2011,9,4,6
1386,1155,0,0.5238095238095237,4,47,2015-02-01,0.6046511627906976,0.276595744680851,0.03261529070294651,0.006179251841469788,0.44329896907216493,False,844,2015,2,1,6
1387,1310,1,0.2857142857142858,5,0,2016-08-21,0.48837209302325585,0.2978723404255319,0.04172060229697375,0.007650083716490097,0.14432989690721654,False,189,2016,8,21,6
1388,785,1,0.5,3,16,2011-11-29,0.8527131782945736,0.46808510638297873,0.04580553648983095,0.011993485935469849,0.3298969072164949,False,1118,2011,11,29,1
1389,47,1,0.2857142857142858,0,64,2018-10-23,0.3178294573643411,0.18085106382978725,0.1355089263368776,0.03173885782260415,0.6391752577319588,False,1453,2018,10,23,1
1390,1656,1,0.5952380952380953,1,32,2013-12-28,0.6899224806201549,0.6595744680851064,0.11260044451820655,0.08770281205368298,0.6701030927835052,False,752,2013,12,28,5
1391,1917,0,0.04761904761904767,4,47,2015-09-18,0.558139534883721,0.276595744680851,0.010526354363086576,0.0037480376034336807,0.3402061855670103,False,1765,2015,9,18,4
1392,613,2,0.38095238095238093,0,60,2014-09-30,0.6356589147286822,0.4468085106382978,0.11367815246052507,0.03961971458083954,0.38144329896907214,False,1148,2014,9,30,1
1393,1266,0,0.6428571428571428,5,70,2011-02-21,0.9147286821705425,0.3404255319148936,0.09225296642894876,0.030343298871865026,0.13402061855670105,False,252,2011,2,21,0
1394,1975,0,0.09523809523809534,4,5,2015-09-29,0.558139534883721,0.36170212765957444,0.034534878017693935,0.008152169570241145,0.4948453608247423,True,795,2015,9,29,1
1395,131,0,0.6904761904761905,3,16,2012-03-20,0.8294573643410852,0.14893617021276595,0.062249006607926954,0.006144731774283509,0.577319587628866,False,751,2012,3,20,1
1396,563,1,0.3571428571428572,4,50,2012-11-20,0.7751937984496124,0.9361702127659575,0.08071152575924073,0.030752851767741746,0.5257731958762887,False,1126,2012,11,20,1
1397,922,0,0.6190476190476191,4,80,2014-11-05,0.627906976744186,0.3191489361702127,0.271291800646538,0.1975784812129329,0.41237113402061853,False,114,2014,11,5,2
1398,311,1,0.2857142857142858,2,19,2013-02-15,0.7596899224806202,0.5638297872340424,0.1055724669147218,0.023924590700144743,0.3608247422680413,False,1359,2013,2,15,4
1399,210,1,0.4285714285714286,4,50,2013-11-13,0.6976744186046511,0.351063829787234,0.03480609388310216,0.007965558774942481,0.35051546391752575,True,365,2013,11,13,2
1400,103,1,0.4761904761904763,5,1,2012-09-28,0.7906976744186047,0.702127659574468,0.17570802671029598,0.12252141389507286,0.7216494845360825,False,1254,2012,9,28,4
1401,1872,0,0.5952380952380953,5,59,2013-11-18,0.6976744186046511,0.3936170212765957,0.14564370032633076,0.04449626005969627,0.20618556701030932,False,1141,2013,11,18,0
1402,951,1,0.04761904761904767,4,46,2013-10-03,0.7054263565891472,0.3191489361702127,0.047815370081507436,0.008837456829939125,0.7010309278350516,False,901,2013,10,3,3
1403,854,1,0.6666666666666667,5,0,2010-08-10,0.9534883720930232,0.7659574468085106,0.049727736826764846,0.019565899500790816,0.7835051546391752,True,1201,2010,8,10,1
1404,1719,1,0.23809523809523814,2,35,2011-08-11,0.875968992248062,0.5319148936170213,0.1676704053315471,0.10398733411855832,0.27835051546391754,True,710,2011,8,11,3
1405,1353,0,0.7380952380952381,4,50,2015-08-21,0.565891472868217,0.7234042553191489,0.053342683501016064,0.019261931131400532,0.6597938144329897,False,365,2015,8,21,4
1406,2056,1,0.6904761904761905,5,57,2015-07-11,0.5736434108527131,0.6063829787234042,0.0942040380286796,0.023420001076088517,0.3608247422680413,False,1270,2015,7,11,5
1407,1182,0,0.6428571428571428,1,29,2010-12-04,0.9302325581395348,0.5106382978723404,0.05951787498596545,0.015065132654545222,0.30927835051546393,False,289,2010,12,4,5
1408,1180,0,0.5714285714285714,5,1,2012-05-08,0.8139534883720929,0.7127659574468085,0.23019932284501896,0.15130038904328805,0.7216494845360825,False,722,2012,5,8,1
1409,820,1,0.19047619047619047,1,33,2013-02-12,0.7596899224806202,0.4787234042553191,0.07721620635789142,0.016866036036180015,0.6701030927835052,False,1193,2013,2,12,1
1410,979,1,0.6190476190476191,2,19,2015-02-24,0.6046511627906976,0.22340425531914895,0.11299414986424247,0.013154010107773992,0.48453608247422686,False,1233,2015,2,24,1
1411,1085,1,0.38095238095238093,4,49,2012-04-29,0.821705426356589,0.6808510638297871,0.12911902590571206,0.09736257097789279,0.41237113402061853,False,1650,2012,4,29,6
1412,1772,1,0.30952380952380953,5,58,2011-07-20,0.8837209302325582,0.8723404255319148,0.19457032255736703,0.1481332794223642,0.4226804123711341,False,393,2011,7,20,2
1413,1926,1,0.5238095238095237,3,42,2015-02-25,0.5968992248062015,0.20212765957446807,0.038008015309168544,0.005183550335638401,0.48453608247422686,False,426,2015,2,25,2
1414,1527,0,0.6428571428571428,4,67,2010-09-21,0.945736434108527,0.5957446808510638,0.1173160184799743,0.04718760005092776,0.4226804123711341,False,0,2010,9,21,1
1415,1026,1,0.8809523809523809,2,71,2013-05-09,0.7364341085271318,0.32978723404255317,0.12828421531903017,0.03753908145723693,0.5051546391752577,False,710,2013,5,9,3
1416,1502,0,0.3571428571428572,4,40,2010-08-11,0.9534883720930232,0.648936170212766,0.06520273993074238,0.019582946447549477,0.4020618556701031,False,946,2010,8,11,2
1417,363,1,0.261904761904762,5,58,2014-03-12,0.6744186046511629,0.5638297872340424,0.2367435222926735,0.13843159566346983,0.7835051546391752,False,137,2014,3,12,2
1418,1393,1,0.4285714285714286,5,57,2016-05-11,0.5038759689922481,0.14893617021276595,0.04866659499582879,0.004970090599194852,0.5051546391752577,True,159,2016,5,11,2
1419,387,1,0.2857142857142858,2,19,2010-09-30,0.945736434108527,0.5851063829787233,0.10128570371041434,0.023928106632913716,0.5257731958762887,True,126,2010,9,30,3
1420,844,1,0.5238095238095237,0,28,2015-11-24,0.5426356589147285,0.425531914893617,0.060764127933226275,0.01308209330113591,0.6907216494845361,False,292,2015,11,24,1
1421,949,1,0.7619047619047619,2,39,2013-04-22,0.7441860465116279,0.45744680851063824,0.04242993109495102,0.011266806558173505,0.5567010309278351,False,808,2013,4,22,0
1422,968,1,0.6666666666666667,4,80,2014-03-31,0.6744186046511629,0.8404255319148936,0.29492481132088155,0.32345393515448,0.8247422680412372,False,1505,2014,3,31,0
1423,1826,0,0.7619047619047619,5,57,2017-08-11,0.4108527131782946,0.43617021276595747,0.07946631361478926,0.01596366656385227,0.6804123711340206,True,1258,2017,8,11,4
1424,1660,1,0.4285714285714286,5,0,2014-02-09,0.682170542635659,0.5851063829787233,0.08328150641288484,0.02092027942076606,0.6701030927835052,False,570,2014,2,9,6
1425,718,1,0.11904761904761907,5,8,2013-09-23,0.7131782945736433,0.4148936170212766,0.04700846602015178,0.010944832351269383,0.31958762886597936,False,332,2013,9,23,0
1426,782,1,0.07142857142857151,2,20,2012-10-21,0.7829457364341084,0.2659574468085106,0.079000771191515,0.010977008463276348,0.6391752577319588,False,1076,2012,10,21,6
1427,115,0,0.16666666666666674,2,20,2012-06-15,0.8062015503875968,0.7446808510638298,0.06820144460827934,0.022696677816435282,0.7628865979381444,False,321,2012,6,15,4
1428,27,0,0.2142857142857143,3,16,2016-03-18,0.5193798449612403,0.5638297872340424,0.05589113254654135,0.01582004603741059,0.7938144329896907,False,960,2016,3,18,4
1429,631,0,0.30952380952380953,5,59,2011-09-10,0.8682170542635659,0.6595744680851064,0.1618881169071348,0.06287148360110358,0.6494845360824743,False,882,2011,9,10,5
1430,1852,0,0.261904761904762,5,8,2012-04-16,0.821705426356589,0.5638297872340424,0.08834574931579142,0.021114401526980256,0.23711340206185572,False,1064,2012,4,16,0
1431,470,1,0.6190476190476191,5,70,2011-09-27,0.8682170542635659,0.45744680851063824,0.10965950439658961,0.039121890463778175,0.6701030927835052,False,68,2011,9,27,1
1432,1491,0,0.07142857142857151,4,40,2015-06-23,0.5736434108527131,0.1595744680851064,0.041883943287869194,0.004618230963754463,0.5154639175257733,False,750,2015,6,23,1
1433,784,1,0.7380952380952381,4,68,2011-02-23,0.9147286821705425,0.30851063829787234,0.1059594287258887,0.03192072743583556,0.12371134020618557,False,614,2011,2,23,2
1434,1726,1,0.6428571428571428,3,16,2014-02-07,0.682170542635659,0.3723404255319149,0.0480065742309454,0.010093443904091746,0.48453608247422686,False,1460,2014,2,7,4
1435,1167,0,0.07142857142857151,4,50,2013-02-27,0.751937984496124,0.5425531914893618,0.0786368805092891,0.01891678373124636,0.41237113402061853,False,967,2013,2,27,2
1436,524,0,0.2857142857142858,4,48,2014-02-25,0.6744186046511629,0.6702127659574468,0.27106638010474204,0.1670458014169209,0.4226804123711341,False,501,2014,2,25,1
1437,591,1,0.2142857142857143,5,70,2017-01-06,0.4573643410852713,0.6702127659574468,0.09091948119622764,0.04288564322125499,0.7731958762886598,False,97,2017,1,6,4
1438,1121,1,0.5238095238095237,2,20,2015-04-27,0.5891472868217054,0.18085106382978725,0.11110984142805433,0.011482290619544644,0.030927835051546393,False,1292,2015,4,27,0
1439,1865,0,0.261904761904762,3,16,2014-03-08,0.6744186046511629,0.5,0.042198547620393045,0.012174716288197811,0.6701030927835052,False,125,2014,3,8,5
1440,1795,0,0.4761904761904763,4,5,2019-12-26,0.2248062015503876,0.40425531914893614,0.0031549551992935826,0.004839095467696303,0.5051546391752577,False,430,2019,12,26,3
1441,99,1,0.6428571428571428,0,28,2014-06-29,0.6511627906976745,0.6063829787234042,0.04926464462677094,0.01573566365095524,0.3711340206185567,False,399,2014,6,29,6
1442,553,0,0.16666666666666674,3,61,2017-03-24,0.441860465116279,0.4787234042553191,0.10241011767880331,0.038260486935379825,0.6494845360824743,False,1317,2017,3,24,4
1443,503,2,0.4761904761904763,2,36,2010-11-20,0.9302325581395348,0.5638297872340424,0.026273896019375936,0.010988515152338441,0.5876288659793815,False,275,2010,11,20,5
1444,393,1,0.11904761904761907,4,50,2012-01-22,0.8372093023255813,0.3191489361702127,0.03761452679705124,0.0076345283775728235,0.3402061855670103,False,259,2012,1,22,6
1445,1224,0,0.19047619047619047,0,7,2013-01-07,0.7674418604651163,0.6914893617021276,0.05140254033078365,0.01812814935682403,0.5154639175257733,False,1701,2013,1,7,0
1446,416,1,0.19047619047619047,3,66,2015-05-16,0.5813953488372092,0.8297872340425531,0.10310470177031453,0.053074017310108995,0.3402061855670103,False,1384,2015,5,16,5
1447,34,1,0.33333333333333337,4,46,2016-06-24,0.4961240310077519,0.6063829787234042,0.07622462484804823,0.02034563749987348,0.8350515463917526,False,864,2016,6,24,4
1448,1185,0,0.1428571428571429,3,72,2017-08-24,0.4108527131782946,0.2659574468085106,0.061240143434769856,0.00905714935629131,0.3402061855670103,False,1681,2017,8,24,3
1449,1179,0,0.30952380952380953,3,66,2013-03-27,0.751937984496124,0.5744680851063829,0.0957123781333748,0.04044505316250162,0.6494845360824743,False,1736,2013,3,27,2
1450,337,0,0.6666666666666667,1,29,2015-11-05,0.5503875968992247,0.3191489361702127,0.05928963560322742,0.010190611500616089,0.09278350515463918,False,895,2015,11,5,3
1451,557,0,0.5238095238095237,2,62,2015-05-19,0.5813953488372092,0.5212765957446809,0.15713735080037522,0.054011759196960954,0.7216494845360825,False,254,2015,5,19,1
1452,1806,0,0.2857142857142858,5,70,2015-01-16,0.6124031007751938,0.6702127659574468,0.13582058172810826,0.05590258522274766,0.8762886597938145,False,89,2015,1,16,4
1453,278,0,0.7380952380952381,0,60,2010-11-26,0.9302325581395348,0.5851063829787233,0.0850598697964359,0.0379917844370965,0.5670103092783505,False,1321,2010,11,26,4
1454,835,1,0.261904761904762,5,55,2014-03-03,0.6744186046511629,0.1595744680851064,0.0493539368344581,0.005278906694069633,0.30927835051546393,False,1391,2014,3,3,0
1455,796,1,0.023809523809523836,3,43,2015-10-26,0.5503875968992247,0.5957446808510638,0.26092078610274994,0.15328060499614046,0.5257731958762887,False,123,2015,10,26,0
1456,204,0,0.8809523809523809,3,16,2018-01-13,0.37984496124031003,0.32978723404255317,0.06710161960626171,0.011396043723287567,0.2680412371134021,False,1460,2018,1,13,5
1457,1666,1,0.5238095238095237,0,2,2012-09-28,0.7906976744186047,0.6914893617021276,0.07478484762842025,0.022493978965133134,0.4329896907216495,False,892,2012,9,28,4
1458,1006,1,0.2857142857142858,2,19,2013-12-20,0.6899224806201549,0.2978723404255319,0.0825085802265767,0.012299691716622211,0.2680412371134021,False,104,2013,12,20,4
1459,1959,1,0.4761904761904763,5,0,2020-12-02,0.15503875968992242,0.2340425531914894,0.052247433694681295,0.007319958938166995,0.6082474226804124,True,732,2020,12,2,2
1460,452,0,0.38095238095238093,2,71,2012-05-02,0.821705426356589,0.3191489361702127,0.09774435046814228,0.03065589725805189,0.6907216494845361,False,1435,2012,5,2,2
1461,1300,0,0.8333333333333333,3,61,2013-10-20,0.7054263565891472,0.4787234042553191,0.07899253150260746,0.0325073022194592,0.6288659793814433,False,1423,2013,10,20,6
1462,1883,0,0.38095238095238093,5,70,2017-07-11,0.4186046511627907,0.08510638297872342,0.14281007131103818,0.02815889245986909,0.35051546391752575,False,1243,2017,7,11,1
1463,922,0,0.6428571428571428,0,64,2014-02-05,0.682170542635659,0.351063829787234,0.08377545407949819,0.02892749667185,0.6597938144329897,False,1672,2014,2,5,2
1464,1424,0,0.4761904761904763,3,16,2013-03-07,0.751937984496124,0.18085106382978725,0.0675158157576071,0.0074552690780638285,0.5567010309278351,False,661,2013,3,7,3
1465,2094,1,0.7857142857142858,4,50,2017-05-31,0.42635658914728675,0.05319148936170213,0.032966778485027395,0.001658241745948287,0.48453608247422686,False,705,2017,5,31,2
1466,935,1,0.5238095238095237,4,46,2011-06-22,0.8837209302325582,0.45744680851063824,0.048782405991763034,0.012178285492675408,0.4948453608247423,False,1154,2011,6,22,2
1467,205,0,0.04761904761904767,5,54,2018-06-01,0.3488372093023256,0.6808510638297871,0.14334846993096834,0.10447674130565764,0.7010309278350516,True,1488,2018,6,1,4
1468,626,0,0.8571428571428572,5,57,2011-06-04,0.8914728682170541,0.5319148936170213,0.10387446218141083,0.022578148264754003,0.752577319587629,False,505,2011,6,4,5
1469,772,1,0.6666666666666667,2,73,2016-07-01,0.4961240310077519,0.25531914893617014,0.1080718898112474,0.013754861709308008,0.23711340206185572,True,1226,2016,7,1,4
1470,680,1,0.7619047619047619,1,33,2011-12-05,0.8527131782945736,0.648936170212766,0.042727579015038875,0.015563116586732467,0.30927835051546393,False,101,2011,12,5,0
1471,320,0,0.2857142857142858,5,8,2014-03-23,0.6744186046511629,0.8404255319148936,0.09442555555994045,0.03089215728578514,0.6494845360824743,False,606,2014,3,23,6
1472,135,0,0.7380952380952381,5,13,2010-11-26,0.9302325581395348,0.6702127659574468,0.5507032075764547,0.48794114967805247,0.4226804123711341,False,736,2010,11,26,4
1473,747,1,0.33333333333333337,2,51,2012-10-28,0.7829457364341084,0.5957446808510638,0.11802517381081667,0.02710896035466173,0.5051546391752577,True,917,2012,10,28,6
1474,97,1,0.2857142857142858,2,73,2012-06-25,0.8062015503875968,0.36170212765957444,0.0900697958027285,0.015137795265103997,0.12371134020618557,False,427,2012,6,25,0
1475,286,1,0.023809523809523836,4,68,2011-05-07,0.8992248062015502,0.43617021276595747,0.09897130519664604,0.03568139043421237,0.22680412371134018,False,548,2011,5,7,5
1476,238,1,0.4761904761904763,5,57,2014-07-21,0.6434108527131783,0.5,0.06039882783052941,0.014929129982436319,0.711340206185567,True,1381,2014,7,21,0
1477,1156,0,0.5714285714285714,0,2,2020-01-05,0.2248062015503876,0.40425531914893614,0.051737310217739,0.011332117672942607,0.6288659793814433,False,1690,2020,1,5,6
1478,1070,2,0.8095238095238095,5,0,2015-05-12,0.5813953488372092,0.32978723404255317,0.07266987126960556,0.012063644775723442,0.30927835051546393,False,1396,2015,5,12,1
1479,1577,1,0.6666666666666667,2,51,2016-08-05,0.48837209302325585,0.2978723404255319,0.1105787067443979,0.015499563438347852,0.31958762886597936,False,917,2016,8,5,4
1480,605,0,0.6904761904761905,5,57,2012-07-21,0.7984496124031009,0.38297872340425526,0.09243831606258401,0.016103771157524975,0.31958762886597936,False,86,2012,7,21,5
1481,1632,0,0.6904761904761905,5,70,2017-11-06,0.3953488372093023,0.6914893617021276,0.07788962745894545,0.039871796306033186,0.4226804123711341,False,1658,2017,11,6,0
1482,866,0,0.6666666666666667,4,68,2015-09-12,0.558139534883721,0.7872340425531915,0.0774179269523824,0.043158287825976235,0.4639175257731959,False,1062,2015,9,12,5
1483,117,0,0.33333333333333337,4,67,2012-07-04,0.8062015503875968,0.5,0.07560081534757418,0.03242632922235558,0.4639175257731959,False,147,2012,7,4,2
1484,168,0,0.45238095238095244,1,31,2016-11-16,0.46511627906976744,0.553191489361702,0.23522054589847155,0.1365794448981418,0.38144329896907214,True,752,2016,11,16,2
1485,1477,0,0.6428571428571428,4,40,2013-03-02,0.751937984496124,0.45744680851063824,0.02694855307376609,0.009045589395520595,0.3917525773195877,False,116,2013,3,2,5
1486,374,1,0.7619047619047619,5,38,2016-01-20,0.5271317829457365,0.46808510638297873,0.04653843513476208,0.012100082624420073,0.7216494845360825,False,1478,2016,1,20,2
1487,1689,1,0.16666666666666674,5,54,2010-11-28,0.9302325581395348,0.425531914893617,0.19813990757584318,0.10749074803600529,0.21649484536082475,True,68,2010,11,28,6
1488,158,0,0.45238095238095244,5,70,2021-01-16,0.14728682170542634,0.5744680851063829,0.11431729211904548,0.04542728971126202,0.3608247422680413,False,1484,2021,1,16,5
1489,1127,1,0.8571428571428572,1,29,2013-07-22,0.7209302325581395,0.06382978723404256,0.03239782796596384,0.0018351038185693454,0.30927835051546393,True,1085,2013,7,22,0
1490,362,1,0.8095238095238095,1,33,2013-02-09,0.7596899224806202,0.5638297872340424,0.06655649913485437,0.017559900040965946,0.8144329896907218,False,287,2013,2,9,5
1491,603,0,0.9761904761904763,1,33,2016-05-15,0.5038759689922481,0.5106382978723404,0.02457122935681466,0.009707650190259907,0.22680412371134018,False,1464,2016,5,15,6
1492,1658,1,0.0,4,68,2018-10-24,0.3178294573643411,0.36170212765957444,0.0753756116396968,0.02748708294245217,0.20618556701030932,False,483,2018,10,24,2
1493,1317,1,0.1428571428571429,5,8,2015-02-13,0.6046511627906976,0.702127659574468,0.057654772907018204,0.01956115831872357,0.6185567010309279,False,812,2015,2,13,4
1494,151,0,0.30952380952380953,0,77,2013-10-24,0.7054263565891472,0.648936170212766,0.31927690831954025,0.30112541811632304,0.7731958762886598,True,77,2013,10,24,3
1495,2057,1,0.1428571428571429,2,71,2013-09-09,0.7131782945736433,0.8936170212765957,0.10432354691026197,0.05615258935130507,0.4020618556701031,False,810,2013,9,9,0
1496,1050,0,0.5238095238095237,1,52,2012-12-13,0.7674418604651163,0.46808510638297873,0.06985569225681307,0.015491412866928872,0.44329896907216493,False,814,2012,12,13,3
1497,154,0,0.7142857142857144,5,0,2016-04-26,0.5116279069767442,0.8723404255319148,0.048943448543121104,0.021893979710937057,0.88659793814433,False,936,2016,4,26,1
1498,738,1,0.7380952380952381,5,56,2017-07-07,0.4186046511627907,0.2659574468085106,0.36273287583400293,0.15088753330147686,0.27835051546391754,False,1670,2017,7,7,4
1499,1541,0,0.8333333333333333,4,40,2015-06-07,0.5813953488372092,0.425531914893617,0.04180972103752603,0.010474336620730471,0.4020618556701031,True,777,2015,6,7,6
1500,1629,0,0.6190476190476191,3,22,2012-11-03,0.7829457364341084,0.425531914893617,0.20370607763356832,0.10978132496328248,0.35051546391752575,False,1305,2012,11,3,5
1501,346,0,0.5238095238095237,4,41,2012-11-13,0.7751937984496124,0.4893617021276595,0.14245869194591662,0.08944085481914522,0.4329896907216495,False,644,2012,11,13,1
1502,158,0,0.45238095238095244,1,65,2012-08-24,0.7984496124031009,0.11702127659574468,0.11662397134531097,0.02553669914642742,0.3711340206185567,True,602,2012,8,24,4
1503,1462,1,0.8095238095238095,3,66,2015-12-14,0.5348837209302326,0.30851063829787234,0.07036995726160097,0.024576050424868514,0.7010309278350516,False,1450,2015,12,14,0
1504,1124,1,0.6190476190476191,5,58,2016-10-19,0.47286821705426346,0.7340425531914894,0.18128967870981047,0.1282142950368347,0.88659793814433,False,769,2016,10,19,2
1505,1758,1,0.4761904761904763,4,49,2017-03-19,0.441860465116279,0.7234042553191489,0.11082195103430431,0.09099090172488467,0.8969072164948454,False,440,2017,3,19,6
1506,286,1,0.38095238095238093,2,23,2012-03-02,0.8294573643410852,0.46808510638297873,0.34565104665949353,0.1744312845566915,0.16494845360824745,False,994,2012,3,2,4
1507,2068,1,0.5238095238095237,1,30,2016-03-06,0.5193798449612403,0.7127659574468085,0.016609369749231162,0.012001636506888833,0.7628865979381444,False,975,2016,3,6,6
